name	document_code	anchor	occurrence
japon	Antilope_imp_gazette17221121	name2	Japon
chine	Antilope_imp_gazette17221121	name3	Chine
indes	Antilope_imp_gazette17221121	name4	Indes
Thétis	Antilope_imp_gazette17221121	name5	Thetis
tritons	Antilope_imp_gazette17221121	name6	Tritions
Thétis	Antilope_imp_gazette17221121	name7	la Déesse
Thétis	Antilope_imp_gazette17221121	name8	Thetis
ophee	Antilope_imp_gazette17221121	name9	Orphée
diane	Antilope_imp_gazette17221121	name10	Diane
nymphes	Antilope_imp_gazette17221121	name11	ses Nymphes
nymphes	Antilope_imp_gazette17221121	name12	Nymphes
diane	Antilope_imp_gazette17221121	name13	Diane
saintdenisapotre	Antilope_imp_gazette17221121	name14	Saint Denis
saintlouis	Antilope_imp_gazette17221121	name15	Saint Loüis
saints	Antilope_imp_gazette17221121	name16	des Saints Martirs,
saintlouis	Antilope_imp_gazette17221121	name17	Saint Loüis
persee	Antilope_imp_gazette17221121	name18	Persée
dieu	Antilope_imp_gazette17221201	name2	Ciel
dieu	Antilope_imp_gazette17221201	name3	Dieu
dieu	Antilope_imp_gazette17221201	name4	Dieu
saint_louis	Antilope_imp_gazette17221201	name5	Saint Louis
dieu	Antilope_imp_gazette17221201	name6	Dieu
charlemagne	Antilope_imp_gazette17221201	name7	Charlemagne
dieu	Antilope_imp_gazette17221201	name8	Dieu
saint_remy	Antilope_imp_gazette17221201	name9	Saint Remy
charlemagne	Antilope_imp_gazette17221201	name10	Charlemagne
charlemagne	Antilope_imp_gazette17221201	name11	Charlemagne
charlemagne	Antilope_imp_gazette17221201	name12	Charlemagne
charlemagne	Antilope_imp_gazette17221201	name13	Charlemagne
charlemagne	Antilope_imp_gazette17221201	name14	Charlemagne
charlemagne	Antilope_imp_gazette17221201	name15	Charlemagne
saint_michel	Antilope_imp_gazette17221201	name16	Saint Michel
saint_marcoul	Antilope_imp_gazette17221201	name17	Saint Marcoul
saint marcoul	Antilope_imp_gazette17221201	name18	Saint Marcoul
dieu	Antilope_imp_gazette17221201	name19	Dieu
thetis	Antilope_imp_gazette17221201	name20	Thetis
tritons	Antilope_imp_gazette17221201	name21	Tritons
thetis	Antilope_imp_gazette17221201	name22	Déesse
thetis	Antilope_imp_gazette17221201	name23	Thetis
orphee	Antilope_imp_gazette17221201	name24	Orphée
diane	Antilope_imp_gazette17221201	name25	Diane
nymphes	Antilope_imp_gazette17221201	name26	Nymphes
nymphes	Antilope_imp_gazette17221201	name27	Nymphes
diane	Antilope_imp_gazette17221201	name28	Diane
saint_denis	Antilope_imp_gazette17221201	name29	Saint Denis
saint_louis	Antilope_imp_gazette17221201	name30	Saint Loüis
saint_martyrs	Antilope_imp_gazette17221201	name31	Saints Martirs
saintlouis	Antilope_imp_gazette17221201	name32	Saint Loüis
persee	Antilope_imp_gazette17221201	name33	Persée
sanchopansa	Antilope_imp_mercure17221101	name2	Sancho Pansa
baccus	Antilope_imp_mercure17221101	name3	Baccus
baccus	Antilope_imp_mercure17221101	name4	Dieu
satire	Antilope_imp_mercure17221101	name5	Satires
satire	Antilope_imp_mercure17221101	name6	demi-Dieux
godart	Antilope_imp_mercure17221101	name7	Godart
perdrigeon	Antilope_imp_mercure17221101	name8	Perdrigeon
benachi	Antilope_imp_mercure17221101	name9	Benachi
docteurbarry	Antilope_imp_mercure17221101	name10	le Docteur Barry
docteurbarry	Antilope_imp_mercure17221101	name11	Docteur Barry
ducreux	Antilope_imp_mercure17221101	name12	Du Creux & Baraillon
cadetboutique	Antilope_imp_mercure17221101	name13	Cadet
messagerboutique	Antilope_imp_mercure17221101	name14	Messager
de_baptiste	Antilope_imp_mercure17221101	name15	de Baptiste & de Dimanche
lesgu	Antilope_imp_mercure17221101	name16	Lesgu & la Frenaye
fredoc	Antilope_imp_mercure17221101	name17	Fredoc
briocheboutique	Antilope_imp_mercure17221101	name18	Brioché
procope	Antilope_imp_mercure17221101	name19	Procope
breadboutique	Antilope_imp_mercure17221101	name20	Breard
meblanchetheatre	Antilope_imp_mercure17221101	name21	Me Blanche
messagerboutique	Antilope_imp_mercure17221101	name22	Messager
docteurbarry	Antilope_imp_mercure17221101	name23	Docteur Barry
dorvietan	Antilope_imp_mercure17221101	name24	d’Orvietan
lesgu	Antilope_imp_mercure17221101	name25	Lesgu & la Frenaye
messagerboutique	Antilope_imp_mercure17221101	name26	Messager
perdrigeon	Antilope_imp_mercure17221101	name27	Perdrigeon
dieuxgrecques	Antilope_imp_mercure17221101	name28	Dieux
renomeepersonifie	Antilope_imp_mercure17221101	name29	Renommée
temps	Antilope_imp_mercure17221101	name30	Temps
domjuan	Antilope_imp_mercure17221101	name31	Dom Juan
domjuan	Antilope_imp_mercure17221101	name32	Dom Juan
domjuan	Antilope_imp_mercure17221101	name33	Dom Juan
domjuan	Antilope_imp_mercure17221101	name34	Dom Juan
domjuan	Antilope_imp_mercure17221101	name35	Dom Juan
letasse	Antilope_imp_mercure17221101	name36	Tasse
jerusalem	Antilope_imp_mercure17221101	name37	Jerusalem
letasse	Antilope_imp_mercure17221101	name38	Poëte
silvie	Antilope_imp_mercure17221101	name39	Silvie
silvie	Antilope_imp_mercure17221101	name40	Silvie
thetis	Antilope_imp_mercure17221101	name41	Divinitez des Eaux
thetis	Antilope_imp_mercure17221101	name42	Thetis
triton	Antilope_imp_mercure17221101	name43	Tritons
thetis	Antilope_imp_mercure17221101	name44	Déese
thetis	Antilope_imp_mercure17221101	name45	Thetis
thetis	Antilope_imp_mercure17221101	name46	d’Eole
ocean	Antilope_imp_mercure17221101	name47	L’Ocean
univers	Antilope_imp_mercure17221101	name48	l’Univers
orphee	Antilope_imp_mercure17221101	name49	Orphée
coriphee	Antilope_imp_mercure17221101	name50	Un Coriphee.
driade	Antilope_imp_mercure17221101	name51	Driades
silvains	Antilope_imp_mercure17221101	name52	Silvains
driade	Antilope_imp_mercure17221101	name53	Nymphes des Eaux
onde	Antilope_imp_mercure17221101	name54	l’Onde
dieu	Antilope_imp_mercure17221101	name55	Dieu
plaisirsperso	Antilope_imp_mercure17221101	name56	PLAISIRS
plaisirperso	Antilope_imp_mercure17221101	name57	UN PLAISIR
paix	Antilope_imp_mercure17221101	name58	Paix
paix	Antilope_imp_mercure17221101	name59	Paix
coriphee	Antilope_imp_mercure17221101	name60	LE CORIPHE’E
mars	Antilope_imp_mercure17221101	name61	Mars
mars	Antilope_imp_mercure17221101	name62	Mars
paix	Antilope_imp_mercure17221101	name63	LA PAIX.
cielperso	Antilope_imp_mercure17221101	name64	Ciel
justiceperso	Antilope_imp_mercure17221101	name65	Justice
plaisirsperso	Antilope_imp_mercure17221101	name66	Plaisirs
mars	Antilope_imp_mercure17221101	name67	Mars
cielperso	Antilope_imp_mercure17221101	name68	Ciel
justiceperso	Antilope_imp_mercure17221101	name69	Justice
plaisirperso	Antilope_imp_mercure17221101	name70	Plaisirs
minerve	Antilope_imp_mercure17221101	name71	Minerve.
mars	Antilope_imp_mercure17221101	name72	Mars
gloireperso	Antilope_imp_mercure17221101	name73	Gloire
plaisirperso	Antilope_imp_mercure17221101	name74	Plaisirs
coriphee	Antilope_imp_mercure17221101	name75	LE CORIPHE’E.
amour	Antilope_imp_mercure17221101	name76	L’Amour
barbon	Antilope_imp_mercure17221101	name77	l’Amant Barbon
matineeperso	Antilope_imp_mercure17221101	name78	La Matinée.
auroreperso	Antilope_imp_mercure17221101	name79	L’Aurore
auroreperso	Antilope_imp_mercure17221101	name80	l’Aurore
soleil	Antilope_imp_mercure17221101	name81	Soleil
univers	Antilope_imp_mercure17221101	name82	l’Univers
soleil	Antilope_imp_mercure17221101	name83	Soleil
astresperso	Antilope_imp_mercure17221101	name84	Astre naissant
apresdine	Antilope_imp_mercure17221101	name85	L’après-dînée.
midiperso	Antilope_imp_mercure17221101	name86	L’heure de midy
bonnecherperso	Antilope_imp_mercure17221101	name87	La bonne chere
thalie	Antilope_imp_mercure17221101	name88	Thalie
thalie	Antilope_imp_mercure17221101	name89	Thalie
thalie	Antilope_imp_mercure17221101	name90	Thalie
soireeperso	Antilope_imp_mercure17221101	name91	La Soirée
museitalienne	Antilope_imp_mercure17221101	name92	La Muse Italienne
mmeprefane	Antilope_imp_mercure17221101	name93	Me de Prefané
isabelle	Antilope_imp_mercure17221101	name94	Isabelle
valere	Antilope_imp_mercure17221101	name95	Valere
sotino	Antilope_imp_mercure17221101	name96	Sotinot
isabelle	Antilope_imp_mercure17221101	name97	Isabelle
mmeprefane	Antilope_imp_mercure17221101	name98	Me de Prefané
argus	Antilope_imp_mercure17221101	name99	Argus
mmeprefane	Antilope_imp_mercure17221101	name100	Me de Prefané
mevertugadin	Antilope_imp_mercure17221101	name101	Me Vertugadin
friefrac	Antilope_imp_mercure17221101	name102	Me Friefrac
valere	Antilope_imp_mercure17221101	name103	Valere
sotino	Antilope_imp_mercure17221101	name104	Sotinot
mevertugadin	Antilope_imp_mercure17221101	name105	Me Vertugadin
friefrac	Antilope_imp_mercure17221101	name106	Me Friefrac
mmeprefane	Antilope_imp_mercure17221101	name107	Me de Prefané
valere	Antilope_imp_mercure17221101	name108	Valere
sotino	Antilope_imp_mercure17221101	name109	Sotinot
isabelle	Antilope_imp_mercure17221101	name110	Isabelle
mmeprefane	Antilope_imp_mercure17221101	name111	Me de Prefané
valere	Antilope_imp_mercure17221101	name112	Valere
valere	Antilope_imp_mercure17221101	name113	Valere
isabelle	Antilope_imp_mercure17221101	name114	Isabelle
sotino	Antilope_imp_mercure17221101	name115	Sotinot
mmeprefane	Antilope_imp_mercure17221101	name116	Me de Prefané
valere	Antilope_imp_mercure17221101	name117	Valere
isabelle	Antilope_imp_mercure17221101	name118	d’Isabelle
arlequin	Antilope_imp_mercure17221101	name119	Arlequin
trivelin	Antilope_imp_mercure17221101	name120	Trivelin
spinette	Antilope_imp_mercure17221101	name121	Spinette
scapin	Antilope_imp_mercure17221101	name122	Scapin
scapin	Antilope_imp_mercure17221101	name123	Scapin
spinette	Antilope_imp_mercure17221101	name124	Spinette
lelio	Antilope_imp_mercure17221101	name125	Lelio
silvia	Antilope_imp_mercure17221101	name126	Silvia
arlequin	Antilope_imp_mercure17221101	name127	Arlequin
trivelin	Antilope_imp_mercure17221101	name128	Trivelin
scapin	Antilope_imp_mercure17221101	name129	Scapin
spinette	Antilope_imp_mercure17221101	name130	Spinette
lelio	Antilope_imp_mercure17221101	name131	Lelio
silvia	Antilope_imp_mercure17221101	name132	Sylvia
trivelin	Antilope_imp_mercure17221101	name133	Trivelin
arlequin	Antilope_imp_mercure17221101	name134	Arlequin
arlequin	Antilope_imp_mercure17221101	name135	Arlequin
lelio	Antilope_imp_mercure17221101	name136	Lelio
silvia	Antilope_imp_mercure17221101	name137	Sylvia
lelio	Antilope_imp_mercure17221101	name138	Lelio
arlequin	Antilope_imp_mercure17221101	name139	Arlequin
arlequin	Antilope_imp_mercure17221101	name140	Arlequin
lelio	Antilope_imp_mercure17221101	name141	Lelio
arlequin	Antilope_imp_mercure17221101	name142	Arlequin
silvia	Antilope_imp_mercure17221101	name143	Sylvia
scapin	Antilope_imp_mercure17221101	name144	Scapin
spinette	Antilope_imp_mercure17221101	name145	Spinette
arlequin	Antilope_imp_mercure17221101	name146	Ar
arlequin	Antilope_imp_mercure17221101	name147	lequin
arlequin	Antilope_imp_mercure17221101	name148	Arlequin
trivelin	Antilope_imp_mercure17221101	name149	Trivelin
spinette	Antilope_imp_mercure17221101	name150	Spinette
scapin	Antilope_imp_mercure17221101	name151	Scapin
trivelin	Antilope_imp_mercure17221101	name152	Trivelin
scapin	Antilope_imp_mercure17221101	name153	Scapin
arlequin	Antilope_imp_mercure17221101	name154	Arlequin
spinette	Antilope_imp_mercure17221101	name155	Spinette
lelio	Antilope_imp_mercure17221101	name156	Lelio
arlequin	Antilope_imp_mercure17221101	name157	Arlequin
trivelin	Antilope_imp_mercure17221101	name158	Trivelin
celimene	Antilope_imp_mercure17221101	name159	Celimene
presidentepiece	Antilope_imp_mercure17221101	name160	Presidente
presidentepiece	Antilope_imp_mercure17221101	name161	Elle
presidentepiece	Antilope_imp_mercure17221101	name162	folle
colossederhodes	Antilope_imp_mercure17221101	name163	Colosse de Rhodes
latredamoiselle	Antilope_imp_mercure17221101	name164	La Damoiselle de Lâtre.
vieillardpiece	Antilope_imp_mercure17221101	name165	Un Vieillard.
amour	Antilope_imp_mercure17221101	name166	L’Amour
diane	Antilope_imp_mercure17221101	name167	Diane
nymphes	Antilope_imp_mercure17221101	name168	Nimphes
diane	Antilope_imp_mercure17221101	name169	Déesse
adonis	Antilope_imp_mercure17221101	name170	Adonis
dieux	Antilope_imp_mercure17221101	name171	Dieux
diane	Antilope_imp_mercure17221101	name172	Déesse
nymphes	Antilope_imp_mercure17221101	name173	Nymphes
diane	Antilope_imp_mercure17221101	name174	Diane
nymphes	Antilope_imp_mercure17221101	name175	Nymphes
diane	Antilope_imp_mercure17221101	name176	Diane
orphee	Antilope_imp_mercure17221101	name177	D’Orphée
dodone	Antilope_imp_mercure17221101	name178	Dodone
univers	Antilope_imp_mercure17221101	name179	l’Univers
diane	Antilope_imp_mercure17221101	name180	Diane
acteon	Antilope_imp_mercure17221101	name181	Acteon
diane	Antilope_imp_mercure17221101	name182	Diane
acteon	Antilope_imp_mercure17221101	name183	Acteon
dieux	Antilope_imp_mercure17221101	name184	Dieux
acteon	Antilope_imp_mercure17221101	name185	Acteon
orphee	Antilope_imp_mercure17221101	name186	d’Orphée
thetis	Antilope_imp_mercure17221101	name187	Thetys
orphee	Antilope_imp_mercure17221101	name188	d’Orphée
diane	Antilope_imp_mercure17221101	name189	Diane
philippeaugustecroix	Antilope_imp_mercure17221101	name190	Philippe Auguste
lesaintdenis	Antilope_imp_mercure17221101	name191	S. Denis
lesaintlouis	Antilope_imp_mercure17221101	name192	S. Loüis
saintmartyrs	Antilope_imp_mercure17221101	name193	SS. Martyrs
lesaintdenis	Antilope_imp_mercure17221101	name194	Denis
saintrustique	Antilope_imp_mercure17221101	name195	Rustique
sainteleuthere	Antilope_imp_mercure17221101	name196	Eleuthere
charlesvi	Antilope_imp_mercure17221101	name197	Charles VI
saintmartyrs	Antilope_imp_mercure17221101	name198	SS. Martyrs
charlesvi	Antilope_imp_mercure17221101	name199	Charles VI
saintjeanjerusalem	Antilope_imp_mercure17221101	name200	S. Jean de Jerusalem
persee	Antilope_imp_mercure17221101	name201	Persée
dieu	Antilope_imp_mercure17221101	name202	Dieu
dieu	Antilope_imp_mercure17221201	name2	Dieu
dieu	Antilope_imp_mercure17221201	name3	lui
dieu	Antilope_imp_mercure17221201	name4	Divinité
enfer	Antilope_imp_mercure17221201	name5	rivage sombre
alcide	Antilope_imp_mercure17221201	name6	Alcides
enfer	Antilope_imp_mercure17221201	name7	l’Enfer
enfer	Antilope_imp_mercure17221201	name8	l’Enfer
univers	Antilope_imp_mercure17221201	name9	l’Univers
diable	Antilope_imp_mercure17221201	name10	l’impie
enfer	Antilope_imp_mercure17221201	name11	Royaumes sombres
chimere	Antilope_imp_mercure17221201	name12	monstre audacieux
chimere	Antilope_imp_mercure17221201	name13	Il
chimere	Antilope_imp_mercure17221201	name14	chimere
parque	Antilope_imp_mercure17221201	name15	Parque
themis	Antilope_imp_mercure17221201	name16	Themis
univers	Antilope_imp_mercure17221201	name17	l’Univers
titus	Antilope_imp_mercure17221201	name18	Titus
dieu	Flandres17_imp_Lille1680	name2	Dieu
geants	Flandres17_imp_Lille1680	name3	Geans
geants	Flandres17_imp_Lille1680	name4	Geans
jupiter	Flandres17_imp_Lille1680	name5	Jupiter
jupiter	Flandres17_imp_Lille1680	name6	Dieu
jupiter	Flandres17_imp_Lille1680	name7	Jupiter
geants	Flandres17_imp_Lille1680	name8	Geans
geants	Flandres17_imp_Lille1680	name9	Geans
ciel	Flandres17_imp_Lille1680	name10	Ciel
Claudien	Flandres17_imp_Lille1680	name11	Claudien
nymphes	Flandres17_imp_Lille1680	name12	Nymphes
nymphes	Flandres17_imp_Lille1680	name13	Nymphes
france	Flandres17_imp_Lille1680	name14	France
nymphes	Flandres17_imp_Lille1680	name15	Nymphe
france	Flandres17_imp_Lille1680	name16	France
france	Flandres17_imp_Lille1680	name17	France
nymphes	Flandres17_imp_Lille1680	name18	Nymphe
espagne	Flandres17_imp_Lille1680	name19	Espagne
france	Flandres17_imp_Lille1680	name20	France
suede	Flandres17_imp_Lille1680	name21	Suede
nymphes	Flandres17_imp_Lille1680	name22	Nymphe
france	Flandres17_imp_Lille1680	name23	France
geants	Flandres17_imp_Lille1680	name24	Geans
ciel	Flandres17_imp_Lille1680	name25	Ciel
jupiter	Flandres17_imp_Lille1680	name26	Iupiter
jupiter	Flandres17_imp_Lille1680	name27	Dieu
soleil	Flandres17_imp_Lille1680	name28	Soleil
geants	Flandres17_imp_Lille1680	name29	Geant
paix	Flandres17_imp_Lille1680	name30	Paix
geants	Flandres17_imp_Lille1680	name31	Geans
paix	Flandres17_imp_Lille1680	name32	Paix
paix	Flandres17_imp_Lille1680	name33	Paix
geants	Flandres17_imp_Lille1680	name34	Geans
lille	Flandres17_imp_Lille1680	name35	Genie
ciel	Flandres17_imp_Lille1680	name36	Ciel
mars	Flandres17_imp_Lille1680	name37	MARS
bacchus	Flandres17_imp_Lille1680	name38	BACCIIUS
bacchus	Flandres17_imp_Lille1680	name39	Dieu
mars	Flandres17_imp_Lille1680	name40	Mars
mars	Flandres17_imp_Lille1680	name41	Mars
ceres	Flandres17_imp_Lille1680	name42	CERES
ceres	Flandres17_imp_Lille1680	name43	Deese
saturne	Flandres17_imp_Lille1680	name44	SATURNE
saturne	Flandres17_imp_Lille1680	name45	Dieu
paix	Flandres17_imp_Lille1680	name46	Paix
minerve	Flandres17_imp_Lille1680	name47	MINERVE
minerve	Flandres17_imp_Lille1680	name48	Minerve
paix	Flandres17_imp_Lille1680	name49	Paix
apollon	Flandres17_imp_Lille1680	name50	APOLON
apollon	Flandres17_imp_Lille1680	name51	Apollon
pluton	Flandres17_imp_Lille1680	name52	PLUTON
pluton	Flandres17_imp_Lille1680	name53	PLUTON
mercure	Flandres17_imp_Lille1680	name54	Mercure
zephirs	Flandres17_imp_Lille1680	name55	ZEPHIRI
flore	Flandres17_imp_Lille1680	name56	FLORE
flore	Flandres17_imp_Lille1680	name57	Deesse
zephirs	Flandres17_imp_Lille1680	name58	Zephirs
neptune	Flandres17_imp_Lille1680	name59	NEPTUNE
neptune	Flandres17_imp_Lille1680	name60	Neptune
mercure	Flandres17_imp_Lille1680	name61	Mercure
hercule	Flandres17_imp_Valenciennes1680	name2	HERCULE
soleil	Flandres17_imp_Valenciennes1680	name3	Soleil
soleil	Flandres17_imp_Valenciennes1680	name4	le Soleil
hercule	Flandres17_imp_Valenciennes1680	name5	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name6	Hercule
jesus_christ	Flandres17_imp_Valenciennes1680	name7	JESUS-CRIST
hercule	Flandres17_imp_Valenciennes1680	name8	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name9	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name10	Hercule
hercule	Flandres17_imp_Valenciennes1680	name11	Hercule
hercule	Flandres17_imp_Valenciennes1680	name12	Hercule
hercule	Flandres17_imp_Valenciennes1680	name13	Heros
hercule	Flandres17_imp_Valenciennes1680	name14	Hercule
jesus_christ	Flandres17_imp_Valenciennes1680	name15	JESUS-CHRIST
hercule	Flandres17_imp_Valenciennes1680	name16	Hercule
zodiaque	Flandres17_imp_Valenciennes1680	name17	le Zodiaque
hercule	Flandres17_imp_Valenciennes1680	name18	Hercule
hercule	Flandres17_imp_Valenciennes1680	name19	Hercule
hercule	Flandres17_imp_Valenciennes1680	name20	Hercule
lion_de_nemée	Flandres17_imp_Valenciennes1680	name21	Lion de la Forest de Nemée
lion_belgique	Flandres17_imp_Valenciennes1680	name22	Lion Belgique
lion_de_nemée	Flandres17_imp_Valenciennes1680	name23	celuy de Nemée
hercule	Flandres17_imp_Valenciennes1680	name24	Hercule
lion_belgique	Flandres17_imp_Valenciennes1680	name25	Le Lion Belgique
hercule	Flandres17_imp_Valenciennes1680	name26	le Heros Fabuleux
lion_des_pais-bas	Flandres17_imp_Valenciennes1680	name27	Fameux Lion des
lion_de_nemée	Flandres17_imp_Valenciennes1680	name28	le Lion de Nemée
hercule	Flandres17_imp_Valenciennes1680	name29	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name30	Hercule
atlas	Flandres17_imp_Valenciennes1680	name31	Atlas
hercule	Flandres17_imp_Valenciennes1680	name32	Hercule
cerbere	Flandres17_imp_Valenciennes1680	name33	un chien à trois têtes nommé Cerbere
hercule	Flandres17_imp_Valenciennes1680	name34	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name35	Hercule
hydre	Flandres17_imp_Valenciennes1680	name36	l’Hydre
hercule	Flandres17_imp_Valenciennes1680	name37	nôtre HERCULE CHRETIEN
hercule	Flandres17_imp_Valenciennes1680	name38	Hercule
hercule	Flandres17_imp_Valenciennes1680	name39	l’HERCULE TRES-CHRETIEN
soleil	Flandres17_imp_Valenciennes1680	name40	le Soleil
lune	Flandres17_imp_Valenciennes1680	name41	la Lune
hercule	Flandres17_imp_Valenciennes1680	name42	Hercule
hercule	Flandres17_imp_Valenciennes1680	name43	Heros
hercule	Flandres17_imp_Valenciennes1680	name44	Hercule
hydre	Flandres17_imp_Valenciennes1680	name45	L’Hydre
cerbere	Flandres17_imp_Valenciennes1680	name46	Cerbere
lion_de_nemée	Flandres17_imp_Valenciennes1680	name47	le Lion
sanglier_d'érymanthe	Flandres17_imp_Valenciennes1680	name48	le Sanglier
hercule	Flandres17_imp_Valenciennes1680	name49	Hercule
hercule	Flandres17_imp_Valenciennes1680	name50	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name51	HERCULE
serpens	Flandres17_imp_Valenciennes1680	name52	deux horribles Serpens
junon	Flandres17_imp_Valenciennes1680	name53	la Deesse Junon
hercule	Flandres17_imp_Valenciennes1680	name54	Hercule
centaures	Flandres17_imp_Valenciennes1680	name55	les Centaures
centaures	Flandres17_imp_Valenciennes1680	name56	Les Centaures
hercule	Flandres17_imp_Valenciennes1680	name57	l’HERCULE CHRETIEN
hercule	Flandres17_imp_Valenciennes1680	name58	HERCULE
diomede	Flandres17_imp_Valenciennes1680	name59	Diomede
diomede	Flandres17_imp_Valenciennes1680	name60	le Tyran
hercule	Flandres17_imp_Valenciennes1680	name61	le vaillant fils d’Alcmene
diomede	Flandres17_imp_Valenciennes1680	name62	Diomede
junon	Flandres17_imp_Valenciennes1680	name63	Junon
hesperides	Flandres17_imp_Valenciennes1680	name64	Hesperides
dragon	Flandres17_imp_Valenciennes1680	name65	Dragon
hercule	Flandres17_imp_Valenciennes1680	name66	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name67	Ce Heros
hercule	Flandres17_imp_Valenciennes1680	name68	Hercule
hercule	Flandres17_imp_Valenciennes1680	name69	Hercule
déjanire	Flandres17_imp_Valenciennes1680	name70	Déjanire
acheloys	Flandres17_imp_Valenciennes1680	name71	Acheloys
hercule	Flandres17_imp_Valenciennes1680	name72	HERCULE
naïades	Flandres17_imp_Valenciennes1680	name73	Naïades
géryon	Flandres17_imp_Valenciennes1680	name74	Tyran Géryon
hercule	Flandres17_imp_Valenciennes1680	name75	Alcide
géryon	Flandres17_imp_Valenciennes1680	name76	Géryon
hercule	Flandres17_imp_Valenciennes1680	name77	Alcide
luther	Flandres17_imp_Valenciennes1680	name78	Luther
calvin	Flandres17_imp_Valenciennes1680	name79	Calvin
port_royal	Flandres17_imp_Valenciennes1680	name80	Port
luther	Flandres17_imp_Valenciennes1680	name81	Luther
luther	Flandres17_imp_Valenciennes1680	name82	Calvin
géryon	Flandres17_imp_Valenciennes1680	name83	Géryon
hercule	Flandres17_imp_Valenciennes1680	name84	Hercule
cacus	Flandres17_imp_Valenciennes1680	name85	Cacus
hercule	Flandres17_imp_Valenciennes1680	name86	Alcide
enthée	Flandres17_imp_Valenciennes1680	name87	Enthée
hercule	Flandres17_imp_Valenciennes1680	name88	HERCULE
hercule	Flandres17_imp_Valenciennes1680	name89	HERCULE
cygnes	Flandres17_imp_Valenciennes1680	name90	CYGNES
cygnes	Flandres17_imp_Valenciennes1680	name91	Cygnes
cygnes	Flandres17_imp_Valenciennes1680	name92	CYGNES
soleil	Flandres17_imp_Valenciennes1680_Mercure	name2	Le Soleil
soleil	Flandres17_imp_Valenciennes1680_Mercure	name3	Soleil
hercule	Flandres17_imp_Valenciennes1680_Mercure	name4	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name5	Hercule
dieu	Flandres17_imp_Valenciennes1680_Mercure	name6	Dieu
heresie	Flandres17_imp_Valenciennes1680_Mercure	name7	Heresie
hercule	Flandres17_imp_Valenciennes1680_Mercure	name8	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name9	Hercule
dieu	Flandres17_imp_Valenciennes1680_Mercure	name10	Dieu
hercule	Flandres17_imp_Valenciennes1680_Mercure	name11	Hercule
zodiaque	Flandres17_imp_Valenciennes1680_Mercure	name12	Le Zodiaque
étoiles	Flandres17_imp_Valenciennes1680_Mercure	name13	les Etoiles
dieu	Flandres17_imp_Valenciennes1680_Mercure	name14	Dieu
hercule	Flandres17_imp_Valenciennes1680_Mercure	name15	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name16	Hercule
lion_belgique	Flandres17_imp_Valenciennes1680_Mercure	name17	Le Lyon Belgique
lion_nemée	Flandres17_imp_Valenciennes1680_Mercure	name18	celuy de Nemée
lion_pays-bas	Flandres17_imp_Valenciennes1680_Mercure	name19	Lyon des Païs-Bas
lion_nemée	Flandres17_imp_Valenciennes1680_Mercure	name20	Lyon de Nemée
hercule	Flandres17_imp_Valenciennes1680_Mercure	name21	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name22	Hercule
atlas	Flandres17_imp_Valenciennes1680_Mercure	name23	Atlas
hercule	Flandres17_imp_Valenciennes1680_Mercure	name24	Hercule
cerbere	Flandres17_imp_Valenciennes1680_Mercure	name25	Cerbere
cerbere	Flandres17_imp_Valenciennes1680_Mercure	name26	Monstre
hercule	Flandres17_imp_Valenciennes1680_Mercure	name27	Hercule François
hydre	Flandres17_imp_Valenciennes1680_Mercure	name28	Hydre
serpens	Flandres17_imp_Valenciennes1680_Mercure	name29	serpens
demons	Flandres17_imp_Valenciennes1680_Mercure	name30	Démons
hercule	Flandres17_imp_Valenciennes1680_Mercure	name31	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name32	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name33	Hercule
hercule	Flandres17_imp_Valenciennes1680_Mercure	name34	Hercule
hydre	Flandres17_imp_Valenciennes1680_Mercure	name35	l’Hydre
cerbere	Flandres17_imp_Valenciennes1680_Mercure	name36	Cerbere
lion_nemée	Flandres17_imp_Valenciennes1680_Mercure	name37	le Lyon
sanglier	Flandres17_imp_Valenciennes1680_Mercure	name38	le Sanglier
hercule	Flandres17_imp_Valenciennes1680_Mercure	name39	Hercule
cygnes	Flandres17_imp_Valenciennes1680_Mercure	name40	Cignes
cygnes	Flandres17_imp_Valenciennes1680_Mercure	name41	cignes
empereur_valentinien	Flandres17_imp_Valenciennes1680_Mercure	name42	l’Empereur Valentinian
victoire	Flandres17_imp_Valenciennes1680_abrege	name2	Victoire
hercule	Flandres17_imp_Valenciennes1680_abrege	name3	Hercule
globe_du_ciel	Flandres17_imp_Valenciennes1680_abrege	name4	le Globe du Ciel
monstres	Flandres17_imp_Valenciennes1680_abrege	name5	les Monstres
heresie	Flandres17_imp_Valenciennes1680_abrege	name6	Heresies
hercule	Flandres17_imp_Valenciennes1680_abrege	name7	Hercule
