name	document_code	anchor	occurrence
agamemnon	merveilles17_imp_amoursdballard1664	name173	Agamemnon
grec	merveilles17_imp_amoursdballard1664	name174	Grecs
troyen	merveilles17_imp_amoursdballard1664	name175	Troyens
agamemnon	merveilles17_imp_amoursdballard1664	name176	Agamemnon
troyen	merveilles17_imp_amoursdballard1664	name177	les Troyens battus
junon	merveilles17_imp_amoursdballard1664	name178	Iunon
paris	merveilles17_imp_amoursdballard1664	name179	Pâris
junon	merveilles17_imp_amoursdballard1664	name180	IVNON
soldat	merveilles17_imp_amoursdballard1664	name181	quatre Soldats
goujat	merveilles17_imp_amoursdballard1664	name182	quatre Goujats
goujat	merveilles17_imp_amoursdballard1664	name183	Goujats
soldat	merveilles17_imp_amoursdballard1664	name184	Soldats
goujat	merveilles17_imp_amoursdballard1664	name185	Goujat
troyen	merveilles17_imp_amoursdballard1664	name186	Troyens
priam	merveilles17_imp_amoursdballard1664	name187	Priam
	merveilles17_imp_artsballard1663	name2	Bergers
	merveilles17_imp_artsballard1663	name3	Bergeres
	merveilles17_imp_artsballard1663	name4	Félicité
	merveilles17_imp_artsballard1663	name5	Paix
	merveilles17_imp_artsballard1663	name6	Paix
	merveilles17_imp_artsballard1663	name7	Félicité
	merveilles17_imp_artsballard1663	name8	Félicité
	merveilles17_imp_artsballard1663	name9	Paix
	merveilles17_imp_artsballard1663	name10	Bergers
	merveilles17_imp_artsballard1663	name11	Bergeres
	merveilles17_imp_artsballard1663	name12	Bergers
	merveilles17_imp_artsballard1663	name13	Bergeres
	merveilles17_imp_artsballard1663	name14	Berger
	merveilles17_imp_artsballard1663	name15	Bergere
	merveilles17_imp_artsballard1663	name16	Bergere
	merveilles17_imp_artsballard1663	name17	Bergere
	merveilles17_imp_artsballard1663	name18	Bergere
	merveilles17_imp_artsballard1663	name19	Berger
	merveilles17_imp_artsballard1663	name20	Thetis
	merveilles17_imp_artsballard1663	name21	Chef de Corsaires
	merveilles17_imp_artsballard1663	name22	qua-
	merveilles17_imp_artsballard1663	name23	tre Pyrates
	merveilles17_imp_artsballard1663	name24	Thetis
	merveilles17_imp_artsballard1663	name25	Corsaire
	merveilles17_imp_artsballard1663	name26	quatre Pyrates
	merveilles17_imp_artsballard1663	name27	Corsaire
	merveilles17_imp_artsballard1663	name28	Pyrates
	merveilles17_imp_artsballard1663	name29	Corsaire
	merveilles17_imp_artsballard1663	name30	Ivnon
	merveilles17_imp_artsballard1663	name31	quatre Courtisans
	merveilles17_imp_artsballard1663	name32	IVNON
	merveilles17_imp_artsballard1663	name33	Courstisans
	merveilles17_imp_artsballard1663	name34	Courstisan
	merveilles17_imp_artsballard1663	name35	Courtisan
	merveilles17_imp_artsballard1663	name36	Zeuxis
	merveilles17_imp_artsballard1663	name37	Apelle
	merveilles17_imp_artsballard1663	name38	Quatre
	merveilles17_imp_artsballard1663	name39	Peintres
	merveilles17_imp_artsballard1663	name40	Valets
	merveilles17_imp_artsballard1663	name41	quatre Dames
	merveilles17_imp_artsballard1663	name42	Apelle
	merveilles17_imp_artsballard1663	name43	Zevxis
	merveilles17_imp_artsballard1663	name44	Peintres
	merveilles17_imp_artsballard1663	name45	Dames
	merveilles17_imp_artsballard1663	name46	Valets
	merveilles17_imp_artsballard1663	name47	Monsieur Cabou
	merveilles17_imp_artsballard1663	name48	Sieur Doliuet
	merveilles17_imp_artsballard1663	name49	Peintres
	merveilles17_imp_artsballard1663	name50	Diane
	merveilles17_imp_artsballard1663	name51	Ce-
	merveilles17_imp_artsballard1663	name52	phale
	merveilles17_imp_artsballard1663	name53	six autres Chasseurs
	merveilles17_imp_artsballard1663	name54	DIANE
	merveilles17_imp_artsballard1663	name55	Chasseurs
	merveilles17_imp_artsballard1663	name56	Céphale
	merveilles17_imp_artsballard1663	name57	Chasseurs
	merveilles17_imp_artsballard1663	name58	Cephale
	merveilles17_imp_artsballard1663	name59	Chasseur
	merveilles17_imp_artsballard1663	name60	Chasseur
	merveilles17_imp_artsballard1663	name61	Chasseur
	merveilles17_imp_artsballard1663	name62	Esculape
	merveilles17_imp_artsballard1663	name63	quelques vieux Docteurs
	merveilles17_imp_artsballard1663	name64	Plusieurs Estropiez
	merveilles17_imp_artsballard1663	name65	Chi- rurgien
	merveilles17_imp_artsballard1663	name66	ESCVLAPE
	merveilles17_imp_artsballard1663	name67	Vn Chirurgien
	merveilles17_imp_artsballard1663	name68	quatre Docteurs
	merveilles17_imp_artsballard1663	name69	huit
	merveilles17_imp_artsballard1663	name70	Estropiez
	merveilles17_imp_artsballard1663	name71	Chirurgien
	merveilles17_imp_artsballard1663	name72	Docteurs
	merveilles17_imp_artsballard1663	name73	Estropiez
	merveilles17_imp_artsballard1663	name74	Chirurgien
	merveilles17_imp_artsballard1663	name75	Mars
	merveilles17_imp_artsballard1663	name76	Bellonne
	merveilles17_imp_artsballard1663	name77	Pallas
	merveilles17_imp_artsballard1663	name78	quatre char- mantes Amazones
	merveilles17_imp_artsballard1663	name79	Mars
	merveilles17_imp_artsballard1663	name80	Bel- lonne
	merveilles17_imp_artsballard1663	name81	MARS
	merveilles17_imp_artsballard1663	name82	BELLONE
	merveilles17_imp_artsballard1663	name83	Bellone
	merveilles17_imp_artsballard1663	name84	Mars
	merveilles17_imp_artsballard1663	name85	Vertus
	merveilles17_imp_artsballard1663	name86	Pallas
	merveilles17_imp_artsballard1663	name87	Amazones
	merveilles17_imp_artsballard1663	name88	Pallas
	merveilles17_imp_artsballard1663	name89	Amazones
	merveilles17_imp_artsballard1663	name90	Pallas
	merveilles17_imp_artsballard1663	name91	Amazone
	merveilles17_imp_artsballard1663	name92	Amazone
	merveilles17_imp_artsballard1663	name93	Amazone
	merveilles17_imp_artsballard1663	name94	Amazone
	merveilles17_imp_artsballard1663	name95	Amazones
	merveilles17_imp_artsballard1663	name96	Pallas
	merveilles17_imp_artsballard1663	name97	Fidélité
	merveilles17_imp_artsballard1663	name98	Beauté
	merveilles17_imp_artsballard1663	name99	Force
	merveilles17_imp_artsballard1663	name100	Prudence
	merveilles17_imp_artsballard1663	name101	Chasteté
	merveilles17_imp_artsballard1663	name102	Constance
	merveilles17_imp_artsballard1663	name103	Fidélité
homere	merveilles17_imp_ctb-perrault1670	name5	Homere
achille	merveilles17_imp_ctb-perrault1670	name6	Achille
virgile	merveilles17_imp_ctb-perrault1670	name7	le Poëte Latin
enee	merveilles17_imp_ctb-perrault1670	name8	Enée
turnus	merveilles17_imp_ctb-perrault1670	name9	Turnus
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name10	Mareschal de Camp general
romain	merveilles17_imp_ctb-perrault1670	name11	Romains
romain	merveilles17_imp_ctb-perrault1670	name12	Chef
persan	merveilles17_imp_ctb-perrault1670	name13	Chef
turc	merveilles17_imp_ctb-perrault1670	name14	Chef
indien	merveilles17_imp_ctb-perrault1670	name15	Indiens
sauvage	merveilles17_imp_ctb-perrault1670	name16	Sauvages de l’Amerique
guerre	merveilles17_imp_ctb-perrault1670	name17	la Guerre
paix	merveilles17_imp_ctb-perrault1670	name18	la Paix
juge_camp	merveilles17_imp_ctb-perrault1670	name19	Iuges de Camp
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name20	le Mareschal de Camp General
aide-camp	merveilles17_imp_ctb-perrault1670	name21	Aide de Camp
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name22	Mareschal de Camp de la Quadrille du Roy
romain	merveilles17_imp_ctb-perrault1670	name23	Romaine
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name24	Mareschal de Camp
persan	merveilles17_imp_ctb-perrault1670	name25	Persane
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name26	Mareschal de Camp
turc	merveilles17_imp_ctb-perrault1670	name27	Turque
indien	merveilles17_imp_ctb-perrault1670	name28	l’Indienne
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name29	Mareschal
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name30	Mareschal de Camp
sauvage	merveilles17_imp_ctb-perrault1670	name31	un Sauvage de l’Amerique
marechal_de_camp	merveilles17_imp_ctb-perrault1670	name32	le Mareschal de Camp general
romain	merveilles17_imp_ctb-perrault1670	name33	les Licteurs ou Huissiers Romains
romain	merveilles17_imp_ctb-perrault1670	name34	Romaine
faune	merveilles17_imp_ctb-perrault1670	name35	douze Faunes
romain	merveilles17_imp_ctb-perrault1670	name36	Romaine
persan	merveilles17_imp_ctb-perrault1670	name37	Persienne
turc	merveilles17_imp_ctb-perrault1670	name38	Turcs
indien	merveilles17_imp_ctb-perrault1670	name39	Indienne
satyre	merveilles17_imp_ctb-perrault1670	name40	Satyres
faune	merveilles17_imp_ctb-perrault1670	name41	Faunes
sauvage	merveilles17_imp_ctb-perrault1670	name42	Sauvages
satyre	merveilles17_imp_ctb-perrault1670	name43	Satyres
romain	merveilles17_imp_ctb-perrault1670	name44	Romains
romain	merveilles17_imp_ctb-perrault1670	name45	ROMAINS
romain	merveilles17_imp_ctb-perrault1670	name46	Romains
romain	merveilles17_imp_ctb-perrault1670	name47	ROMAINS
romain	merveilles17_imp_ctb-perrault1670	name48	Romains
romain	merveilles17_imp_ctb-perrault1670	name49	ROMAINS
romain	merveilles17_imp_ctb-perrault1670	name50	Romains
romain	merveilles17_imp_ctb-perrault1670	name51	ROMAINS
romain	merveilles17_imp_ctb-perrault1670	name52	Romains
romain	merveilles17_imp_ctb-perrault1670	name53	ROMAINS
romain	merveilles17_imp_ctb-perrault1670	name54	Romain
romain	merveilles17_imp_ctb-perrault1670	name55	ROMAIN
romain	merveilles17_imp_ctb-perrault1670	name56	Romain
romain	merveilles17_imp_ctb-perrault1670	name57	ROMAIN
romain	merveilles17_imp_ctb-perrault1670	name58	Romain
Jules_Cesar	merveilles17_imp_ctb-perrault1670	name59	Iules Cesar
jupiter	merveilles17_imp_ctb-perrault1670	name60	Iupiter
persan	merveilles17_imp_ctb-perrault1670	name61	Persans
persan	merveilles17_imp_ctb-perrault1670	name62	PERSANS
persan	merveilles17_imp_ctb-perrault1670	name63	Persans
persan	merveilles17_imp_ctb-perrault1670	name64	PERSANS
persan	merveilles17_imp_ctb-perrault1670	name65	Persans
persan	merveilles17_imp_ctb-perrault1670	name66	PERSANS
persan	merveilles17_imp_ctb-perrault1670	name67	Persan
persan	merveilles17_imp_ctb-perrault1670	name68	PERSAN
persan	merveilles17_imp_ctb-perrault1670	name69	ROY DE PERSE
persan	merveilles17_imp_ctb-perrault1670	name70	Roy de Perse
turc	merveilles17_imp_ctb-perrault1670	name71	Turcs
turc	merveilles17_imp_ctb-perrault1670	name72	TVRCS
turc	merveilles17_imp_ctb-perrault1670	name73	Turcs
turc	merveilles17_imp_ctb-perrault1670	name74	TVRCS
turc	merveilles17_imp_ctb-perrault1670	name75	Turcs
turc	merveilles17_imp_ctb-perrault1670	name76	TVRCS
turc	merveilles17_imp_ctb-perrault1670	name77	Turc
turc	merveilles17_imp_ctb-perrault1670	name78	TVRC
turc	merveilles17_imp_ctb-perrault1670	name79	Turcs
turc	merveilles17_imp_ctb-perrault1670	name80	EMPEREUR DES TVRCS
aurore	merveilles17_imp_ctb-perrault1670	name81	l’Aurore
cephale	merveilles17_imp_ctb-perrault1670	name82	Cephale
cephale	merveilles17_imp_ctb-perrault1670	name83	Cephale
hercule	merveilles17_imp_ctb-perrault1670	name84	Hercule
indien	merveilles17_imp_ctb-perrault1670	name85	Indiens
indien	merveilles17_imp_ctb-perrault1670	name86	INDIENS
indien	merveilles17_imp_ctb-perrault1670	name87	Indiens
indien	merveilles17_imp_ctb-perrault1670	name88	INDIENS
indien	merveilles17_imp_ctb-perrault1670	name89	Indiens
indien	merveilles17_imp_ctb-perrault1670	name90	INDIENS
indien	merveilles17_imp_ctb-perrault1670	name91	Indien
indien	merveilles17_imp_ctb-perrault1670	name92	INDIEN
indien	merveilles17_imp_ctb-perrault1670	name93	Indiens
indien	merveilles17_imp_ctb-perrault1670	name94	ROY DES INDES
mars	merveilles17_imp_ctb-perrault1670	name95	Mars
sauvage	merveilles17_imp_ctb-perrault1670	name96	Ameriquains
sauvage	merveilles17_imp_ctb-perrault1670	name97	AMERIQVAINS
maure	merveilles17_imp_ctb-perrault1670	name98	Maures
maure	merveilles17_imp_ctb-perrault1670	name99	MORES
sauvage	merveilles17_imp_ctb-perrault1670	name100	Amreiquains
sauvage	merveilles17_imp_ctb-perrault1670	name101	AMERIQVAINS
sauvage	merveilles17_imp_ctb-perrault1670	name102	Sauvages
satyre	merveilles17_imp_ctb-perrault1670	name103	Satyres
sauvage	merveilles17_imp_ctb-perrault1670	name104	Ameriquains
sauvage	merveilles17_imp_ctb-perrault1670	name105	AMERIQVAINS.
sauvage	merveilles17_imp_ctb-perrault1670	name106	Ameriquain
sauvage	merveilles17_imp_ctb-perrault1670	name107	AMERIQVAIN
sauvage	merveilles17_imp_ctb-perrault1670	name108	ROY AMERIQVAIN
turc	merveilles17_imp_ctb-perrault1670	name109	Turc
maure	merveilles17_imp_ctb-perrault1670	name110	More
meduse	merveilles17_imp_ctb-perrault1670	name111	Meduse
persee	merveilles17_imp_ctb-perrault1670	name112	Persée
amalthée	merveilles17_imp_dv-felibien1676	name4	Amalthée
hercule	merveilles17_imp_dv-felibien1676	name5	Hercule
hydre	merveilles17_imp_dv-felibien1676	name6	l’Hydre
apollon	merveilles17_imp_dv-felibien1676	name7	Apollon
serpent_python	merveilles17_imp_dv-felibien1676	name8	le serpent Python
apollon	merveilles17_imp_dv-felibien1676	name9	Apollon
nymphe	merveilles17_imp_dv-felibien1676	name10	Nymphes de Thétis
triton	merveilles17_imp_dv-felibien1676	name11	Tritons
berger	merveilles17_imp_dv-felibien1676	name12	une quantité Bergers du chœur de l’Amour
satyres	merveilles17_imp_dv-felibien1676	name13	plus de cinquante Satyres du chœur de Bacchus
apollon	merveilles17_imp_dv-felibien1676	name14	
apollon	merveilles17_imp_dv-felibien1676	name15	Apollon
hercule	merveilles17_imp_dv-felibien1676	name16	Hercule
captif	merveilles17_imp_dv-felibien1676	name17	deux Captifs
pallas	merveilles17_imp_dv-felibien1676	name18	une Femme
pallas	merveilles17_imp_dv-felibien1676	name19	Pallas
captif	merveilles17_imp_dv-felibien1676	name20	un autre Captif
enfant	merveilles17_imp_dv-felibien1676	name21	petits Enfans
hercule	merveilles17_imp_dv-felibien1676	name22	Hercule
pallas	merveilles17_imp_dv-felibien1676	name23	Pallas
captif	merveilles17_imp_dv-felibien1676	name24	les Captifs
renommee	merveilles17_imp_dv-felibien1676	name25	deux Renommées
dragon	merveilles17_imp_dv-felibien1676	name26	le Dragon
hercule	merveilles17_imp_dv-felibien1676	name27	Hercule
pallas	merveilles17_imp_dv-felibien1676	name28	Pallas
enfant	merveilles17_imp_dv-felibien1676	name29	Les Enfans
captif	merveilles17_imp_dv-felibien1676	name30	ces Captifs
renommee	merveilles17_imp_dv-felibien1676	name31	
neptune	merveilles17_imp_dv-felibien1676	name32	Neptune
minerve	merveilles17_imp_dv-felibien1676	name33	Minerve
neptune	merveilles17_imp_dv-felibien1676	name34	Neptune
apollon	merveilles17_imp_dv-felibien1676	name35	Apollon
douze_heures	merveilles17_imp_dv-felibien1676	name36	des heures
zephir	merveilles17_imp_dv-felibien1676	name37	Zephire
cloris	merveilles17_imp_dv-felibien1676	name38	Cloris
boree	merveilles17_imp_dv-felibien1676	name39	Borée
orythie	merveilles17_imp_dv-felibien1676	name40	Orithie
pallas	merveilles17_imp_gazette16640216	name5	Pallas
venus	merveilles17_imp_gazette16640216	name6	Vénus
vertus_arts	merveilles17_imp_gazette16640216	name7	Vertus & des Arts
graces_plaisirs	merveilles17_imp_gazette16640216	name8	Graces & des Plaisirs
mercure	merveilles17_imp_gazette16640216	name9	Mercure
venus	merveilles17_imp_gazette16640216	name10	Vénus
amour	merveilles17_imp_gazette16640216	name11	de huit Amours
marc_antoine	merveilles17_imp_gazette16640216	name12	Marc-Antoine
cleopatre	merveilles17_imp_gazette16640216	name13	Cléopatre
gouverneur_egypte	merveilles17_imp_gazette16640216	name14	Gouverneur d’Egypte
marc_antoine	merveilles17_imp_gazette16640216	name15	Marc- Antoine
cleopatre	merveilles17_imp_gazette16640216	name16	Cléopatre
amour_deguise	merveilles17_imp_gazette16640216	name17	Amours
amour	merveilles17_imp_gazette16640216	name18	Troupe d’Amours
proserpine	merveilles17_imp_gazette16640216	name19	Proserpine
pluton	merveilles17_imp_gazette16640216	name20	Pluton
proserpine	merveilles17_imp_gazette16640216	name21	ses Compagnes
proserpine	merveilles17_imp_gazette16640216	name22	Déesse
amour_deguise	merveilles17_imp_gazette16640216	name23	d’Amours
pluton	merveilles17_imp_gazette16640216	name24	Pluton
demon	merveilles17_imp_gazette16640216	name25	ses Démons
amour_deguise	merveilles17_imp_gazette16640216	name26	d’autres Amours
renaud	merveilles17_imp_gazette16640216	name27	Regnaut
amour_deguise	merveilles17_imp_gazette16640216	name28	Amours vestus
amour	merveilles17_imp_gazette16640216	name29	Bande de petits Amours
sauvage	merveilles17_imp_gazette16640216	name30	Sauvages de la Colchide
amante_jason	merveilles17_imp_gazette16640216	name31	Amante de Jason
amour_deguise	merveilles17_imp_gazette16640216	name32	Amours déguisez
dieu_marin	merveilles17_imp_gazette16640216	name33	Dieux Marins
amour_deguise	merveilles17_imp_gazette16640216	name34	Amours
agamemnon	merveilles17_imp_gazette16640216	name35	Agamemnon
junon	merveilles17_imp_gazette16640216	name36	Iunon
amour_deguise	merveilles17_imp_gazette16640216	name37	Amours
alcine	merveilles17_imp_gazette16640528	name3	Magicienne Alcine
arioste	merveilles17_imp_gazette16640528	name4	l’Arioste
chevalier	merveilles17_imp_gazette16640528	name5	Chevaliers
alcine	merveilles17_imp_gazette16640528	name6	Magicienne
demons	merveilles17_imp_gazette16640528	name7	Démons
amants_alcine	merveilles17_imp_gazette16640528	name8	Amans
alcine	merveilles17_imp_gazette16640528	name9	Alcine
chevalier	merveilles17_imp_gazette16640528	name10	Guerriers
apollon	merveilles17_imp_gazette16640528	name11	Apollon
chevalier	merveilles17_imp_gazette16640528	name12	Chevaliers
heraut_d_armes	merveilles17_imp_gazette16640528	name13	Héraut d’Armes
page	merveilles17_imp_gazette16640528	name14	trois Pages
roger	merveilles17_imp_gazette16640528	name15	Roger
guidon_le_sauvage	merveilles17_imp_gazette16640528	name16	Guidon le Sauvage
oger_le_danois	merveilles17_imp_gazette16640528	name17	Oger le Danois
guidon_le_sauvage	merveilles17_imp_gazette16640528	name18	Guidon le Sauvage
roger	merveilles17_imp_gazette16640528	name19	Roger
oger_le_danois	merveilles17_imp_gazette16640528	name20	Oger le Danois
aquilant	merveilles17_imp_gazette16640528	name21	Aquilant le Noir
griffon_le_blanc	merveilles17_imp_gazette16640528	name22	Griffon le Blanc
renaud	merveilles17_imp_gazette16640528	name23	Renaud
	merveilles17_imp_gazette16640528	name24	Dadon
astolphe	merveilles17_imp_gazette16640528	name25	Astolphe
brandimart	merveilles17_imp_gazette16640528	name26	Brandimart
richardet	merveilles17_imp_gazette16640528	name27	Richardet
olivier	merveilles17_imp_gazette16640528	name28	Olivier
ariodant	merveilles17_imp_gazette16640528	name29	Ariodant
zerbin	merveilles17_imp_gazette16640528	name30	Zerbin
roland	merveilles17_imp_gazette16640528	name31	Roland
apollon	merveilles17_imp_gazette16640528	name32	Apollon
quatre_saisons	merveilles17_imp_gazette16640528	name33	les quatre Saisons
apollon	merveilles17_imp_gazette16640528	name34	Le Dieu
quatre_siecles	merveilles17_imp_gazette16640528	name35	quatre Aages
le_temps	merveilles17_imp_gazette16640528	name36	Temps
douze_zodiaque	merveilles17_imp_gazette16640528	name37	12 Signes du Zodiaque
douze_heures	merveilles17_imp_gazette16640528	name38	12 Heures du Jour
page	merveilles17_imp_gazette16640528	name39	Pages des Chevaliers
berger	merveilles17_imp_gazette16640528	name40	20 Pasteurs
chevaliers	merveilles17_imp_gazette16640528	name41	Les Chevaliers
apollon	merveilles17_imp_gazette16640528	name42	Apollon
quatre_siecles	merveilles17_imp_gazette16640528	name43	4 Siécles
berger	merveilles17_imp_gazette16640528	name44	Pasteurs
chevalier	merveilles17_imp_gazette16640528	name45	Chevaliers
quatre_saisons	merveilles17_imp_gazette16640528	name46	4 Saisons
le_printemps	merveilles17_imp_gazette16640528	name47	Printemps
l_ete	merveilles17_imp_gazette16640528	name48	l’Eté
l_automne	merveilles17_imp_gazette16640528	name49	l’Automne
l_hiver	merveilles17_imp_gazette16640528	name50	l’Hyver
jardinier	merveilles17_imp_gazette16640528	name51	12 Jardiniers
vieillard	merveilles17_imp_gazette16640528	name52	autant de Moissonneurs
vendangeur	merveilles17_imp_gazette16640528	name53	pareil nombre de Vandangeurs
vieillard	merveilles17_imp_gazette16640528	name54	12 Vieillards
quatre_saisons	merveilles17_imp_gazette16640528	name55	Les Saisons
diane	merveilles17_imp_gazette16640528	name56	Diane
pan	merveilles17_imp_gazette16640528	name57	Pan
page	merveilles17_imp_gazette16640528	name58	18 Pages
pan	merveilles17_imp_gazette16640528	name59	Pan
diane	merveilles17_imp_gazette16640528	name60	Diane
alcine	merveilles17_imp_gazette16640528	name61	Magicienne Alcine
alcine	merveilles17_imp_gazette16640528	name62	deux de ses Compagnes
monstres	merveilles17_imp_gazette16640528	name63	Monstre marin
nymphe	merveilles17_imp_gazette16640528	name64	deux Nymphes
roger	merveilles17_imp_gazette16640528	name65	Roger
geant	merveilles17_imp_gazette16640528	name66	six Géans
nain	merveilles17_imp_gazette16640528	name67	4 Nains
maure	merveilles17_imp_gazette16640528	name68	8 Maures
chevalier	merveilles17_imp_gazette16640528	name69	six des Chevaliers
monstres	merveilles17_imp_gazette16640528	name70	autant de Monstres
alcine	merveilles17_imp_gazette16640528	name71	Magicienne Alcine
demon	merveilles17_imp_gazette16640528	name72	ses Esprits
demon	merveilles17_imp_gazette16640528	name73	d’autres Démons
alcine	merveilles17_imp_gazette16640528	name74	Magicienne
roger	merveilles17_imp_gazette16640528	name75	Roger
chevalier	merveilles17_imp_gazette16640528	name76	des Chevaliers de sa Süite
melisse	merveilles17_imp_gazette16640528	name77	Mélisse
atlas	merveilles17_imp_gazette16640528	name78	Athlas
melisse	merveilles17_imp_gazette16640528	name79	Mélisse
	merveilles17_imp_gazette16800808	name2	la France
	merveilles17_imp_gazette16800808	name3	l'Empire
	merveilles17_imp_gazette16800808	name4	l'Espagne
	merveilles17_imp_gazette16800808	name5	la Süéde
berger	merveilles17_imp_gdv-felibien1668	name3	quatre Bergers
berger	merveilles17_imp_gdv-felibien1668	name4	quatre Bergers
berger	merveilles17_imp_gdv-felibien1668	name5	quatre Bergers
berger	merveilles17_imp_gdv-felibien1668	name6	quatre Bergers
berger	merveilles17_imp_gdv-felibien1668	name7	quatre autres Bergers
berger	merveilles17_imp_gdv-felibien1668	name8	quatre autres Bergers
berger	merveilles17_imp_gdv-felibien1668	name9	quatre autres Bergers
berger	merveilles17_imp_gdv-felibien1668	name10	quatre autres Bergers
berger	merveilles17_imp_gdv-felibien1668	name11	un riche Païsan
climene	merveilles17_imp_gdv-felibien1668	name12	Climene
cloris	merveilles17_imp_gdv-felibien1668	name13	Cloris
climene	merveilles17_imp_gdv-felibien1668	name14	deux Bergeres
cloris	merveilles17_imp_gdv-felibien1668	name15	deux Bergeres
tircis	merveilles17_imp_gdv-felibien1668	name16	Tircis
philene	merveilles17_imp_gdv-felibien1668	name17	Philene
tircis	merveilles17_imp_gdv-felibien1668	name18	Amans
philene	merveilles17_imp_gdv-felibien1668	name19	Amans
climene	merveilles17_imp_gdv-felibien1668	name20	deux Bergeres
cloris	merveilles17_imp_gdv-felibien1668	name21	deux Bergeres
cloris	merveilles17_imp_gdv-felibien1668	name22	Cloris.
climene	merveilles17_imp_gdv-felibien1668	name23	Climene.
tircis	merveilles17_imp_gdv-felibien1668	name24	Tircis
philene	merveilles17_imp_gdv-felibien1668	name25	Philene
climene	merveilles17_imp_gdv-felibien1668	name26	Climene
cloris	merveilles17_imp_gdv-felibien1668	name27	Cloris.
tircis	merveilles17_imp_gdv-felibien1668	name28	Les deux Bergers.
philene	merveilles17_imp_gdv-felibien1668	name29	Les deux Bergers.
climene	merveilles17_imp_gdv-felibien1668	name30	Les deux Bergeres.
cloris	merveilles17_imp_gdv-felibien1668	name31	Les deux Bergeres.
philene	merveilles17_imp_gdv-felibien1668	name32	Philene.
cloris	merveilles17_imp_gdv-felibien1668	name33	Cloris.
tircis	merveilles17_imp_gdv-felibien1668	name34	Tircis.
climene	merveilles17_imp_gdv-felibien1668	name35	Climene.
philene	merveilles17_imp_gdv-felibien1668	name36	Philene.
cloris	merveilles17_imp_gdv-felibien1668	name37	Cloris.
tircis	merveilles17_imp_gdv-felibien1668	name38	Les deux Bergers.
philene	merveilles17_imp_gdv-felibien1668	name39	Les deux Bergers.
climene	merveilles17_imp_gdv-felibien1668	name40	Les deux Bergeres.
cloris	merveilles17_imp_gdv-felibien1668	name41	Les deux Bergeres.
tircis	merveilles17_imp_gdv-felibien1668	name42	Les deux Bergers.
philene	merveilles17_imp_gdv-felibien1668	name43	Les deux Bergers.
climene	merveilles17_imp_gdv-felibien1668	name44	Les deux Bergeres.
cloris	merveilles17_imp_gdv-felibien1668	name45	Les deux Bergeres.
philene	merveilles17_imp_gdv-felibien1668	name46	Philene.
tircis	merveilles17_imp_gdv-felibien1668	name47	Tircis.
philene	merveilles17_imp_gdv-felibien1668	name48	Philene.
tircis	merveilles17_imp_gdv-felibien1668	name49	Tircis.
climene	merveilles17_imp_gdv-felibien1668	name50	Climene
cloris	merveilles17_imp_gdv-felibien1668	name51	Cloris
cloris	merveilles17_imp_gdv-felibien1668	name52	Cloris
climene	merveilles17_imp_gdv-felibien1668	name53	Climene
climene	merveilles17_imp_gdv-felibien1668	name54	Climene.
cloris	merveilles17_imp_gdv-felibien1668	name55	Cloris.
climene	merveilles17_imp_gdv-felibien1668	name56	Climene
philene	merveilles17_imp_gdv-felibien1668	name57	Philene
cloris	merveilles17_imp_gdv-felibien1668	name58	Cloris
tircis	merveilles17_imp_gdv-felibien1668	name59	Tircis
climene	merveilles17_imp_gdv-felibien1668	name60	Climene.
cloris	merveilles17_imp_gdv-felibien1668	name61	Cloris.
tircis	merveilles17_imp_gdv-felibien1668	name62	Tircis.
philene	merveilles17_imp_gdv-felibien1668	name63	Philene.
tircis	merveilles17_imp_gdv-felibien1668	name64	Tircis
philene	merveilles17_imp_gdv-felibien1668	name65	Philene
tircis	merveilles17_imp_gdv-felibien1668	name66	Bergers
philene	merveilles17_imp_gdv-felibien1668	name67	Bergers
berger	merveilles17_imp_gdv-felibien1668	name68	un riche Païsan
paysan_femme	merveilles17_imp_gdv-felibien1668	name69	la fille d’un Gentilhomme
paysan_femme	merveilles17_imp_gdv-felibien1668	name70	sa femme
paysan_beau_pere	merveilles17_imp_gdv-felibien1668	name71	son beau-pere
paysan_belle_mere	merveilles17_imp_gdv-felibien1668	name72	sa belle-mere
berger	merveilles17_imp_gdv-felibien1668	name73	gendre
berger	merveilles17_imp_gdv-felibien1668	name74	Paysan
bergere	merveilles17_imp_gdv-felibien1668	name75	Bergere
tircis	merveilles17_imp_gdv-felibien1668	name76	Bergers
philene	merveilles17_imp_gdv-felibien1668	name77	Bergers
cloris	merveilles17_imp_gdv-felibien1668	name78	Cloris
tircis	merveilles17_imp_gdv-felibien1668	name79	Amant
berger	merveilles17_imp_gdv-felibien1668	name80	Païsan
bergere	merveilles17_imp_gdv-felibien1668	name81	Bergere
tircis	merveilles17_imp_gdv-felibien1668	name82	Tircis
philene	merveilles17_imp_gdv-felibien1668	name83	Philene
battelier	merveilles17_imp_gdv-felibien1668	name84	Batteliers
battelier	merveilles17_imp_gdv-felibien1668	name85	Batteliers
battelier	merveilles17_imp_gdv-felibien1668	name86	Batteliers
