La Riuiere			merveilles17_i_pie-ballard1	pers384
Quatorze Concertants			merveilles17_i_pie-ballard1	pers385
Piesche			merveilles17_i_pie-ballard1	pers386
Descousteaux			merveilles17_i_pie-ballard1	pers387
Martin Hottere			merveilles17_i_pie-ballard1	pers388
Iean Hottere			merveilles17_i_pie-ballard1	pers389
Louis Hottere			merveilles17_i_pie-ballard1	pers390
Nicolas Hottere			merveilles17_i_pie-ballard1	pers391
le Roy			merveilles17_i_pie-ballard1	pers392
Paisible			merveilles17_i_pie-ballard1	pers393
Destouches			merveilles17_i_pie-ballard1	pers394
Le Peintre			merveilles17_i_pie-ballard1	pers395
Besson			merveilles17_i_pie-ballard1	pers396
La Fontaine			merveilles17_i_pie-ballard1	pers397
Alais			merveilles17_i_pie-ballard1	pers398
Huguenet			merveilles17_i_pie-ballard1	pers399
Guenin			merveilles17_i_pie-ballard1	pers400
Moliere			merveilles17_i_pie-ballard1	pers401
Madlle. Bejart			merveilles17_i_pie-ballard1	pers402
Baudoüin			merveilles17_i_pie-ballard1	pers403
Benoist			merveilles17_i_pie-ballard1	pers404
Du Moustier			merveilles17_i_pie-ballard1	pers405
Gaspard Harsent			merveilles17_i_pie-ballard1	pers406
Gaspard de Moüet			merveilles17_i_pie-ballard1	pers407
Irieux Magontier			merveilles17_i_pie-ballard1	pers408
Iean Magontier			merveilles17_i_pie-ballard1	pers409
Magontier Garde Vaisselle			merveilles17_i_pie-ballard1	pers410
Suisses			merveilles17_i_pie-ballard1	pers411
Catel			merveilles17_i_pie-ballard1	pers412
François Moussu			merveilles17_i_pie-ballard1	pers413
Iacques Moussu			merveilles17_i_pie-ballard1	pers414
Turbau			merveilles17_i_pie-ballard1	pers415
Faure			merveilles17_i_pie-ballard1	pers416
Bailly			merveilles17_i_pie-ballard1	pers417
Iean Moran			merveilles17_i_pie-ballard1	pers418
Antoine Moran			merveilles17_i_pie-ballard1	pers419
Claude Brochet			merveilles17_i_pie-ballard1	pers420
Dominique Brochet			merveilles17_i_pie-ballard1	pers421
Bresler			merveilles17_i_pie-ballard1	pers422
Elie			merveilles17_i_pie-ballard1	pers423
Pidou			merveilles17_i_pie-ballard1	pers424
Robbe			merveilles17_i_pie-ballard1	pers425
Tours-Quintener			merveilles17_i_pie-ballard1	pers426
Victor Herck			merveilles17_i_pie-ballard1	pers427
Samufin			merveilles17_i_pie-ballard1	pers428
Sudan			merveilles17_i_pie-ballard1	pers429
Riemer			merveilles17_i_pie-ballard1	pers430
Humberk			merveilles17_i_pie-ballard1	pers431
Boquebec			merveilles17_i_pie-ballard1	pers432
Sandricourt			merveilles17_i_pie-ballard1	pers433
Gassion			merveilles17_i_pie-ballard1	pers434
D’Herouual			merveilles17_i_pie-ballard1	pers435
Brusleuert			merveilles17_i_pie-ballard1	pers436
Bitry			merveilles17_i_pie-ballard1	pers437
Fauigent			merveilles17_i_pie-ballard1	pers438
Colambert			merveilles17_i_pie-ballard1	pers439
Loubie			merveilles17_i_pie-ballard1	pers440
Ste. Maure			merveilles17_i_pie-ballard1	pers441
Despaux			merveilles17_i_pie-ballard1	pers442
La Couderelle			merveilles17_i_pie-ballard1	pers443
Danucourt			merveilles17_i_pie-ballard1	pers444
Du Plessis			merveilles17_i_pie-ballard1	pers445
Brion			merveilles17_i_pie-ballard1	pers446
Caliauet			merveilles17_i_pie-ballard1	pers447
Angeruille			merveilles17_i_pie-ballard1	pers448
Patriere			merveilles17_i_pie-ballard1	pers449
Mortier			merveilles17_i_pie-ballard1	pers450
Francisque			merveilles17_i_pie-ballard1	pers451
Du Pille l’aisné			merveilles17_i_pie-ballard1	pers452
Du Pille le cadet			merveilles17_i_pie-ballard1	pers453
Bigot le fils			merveilles17_i_pie-ballard1	pers454
De Briare			merveilles17_i_pie-ballard1	pers455
De Nier			merveilles17_i_pie-ballard1	pers456
Ste. Fontaine le fils			merveilles17_i_pie-ballard1	pers457
Monsieur de la Marche Coquet			merveilles17_i_pie-ballard1	pers458
Monsieur Parfait Père			merveilles17_i_pie-ballard1	pers459
Monsieur Parfait Fils			merveilles17_i_pie-ballard1	pers460
Monsieur Parfait Frere			merveilles17_i_pie-ballard1	pers461
Madlle. Hilaire			merveilles17_i_pie-ballard1	pers462
Estual			merveilles17_i_pie-ballard1	pers463
Don			merveilles17_i_pie-ballard1	pers464
Blondel			merveilles17_i_pie-ballard1	pers465
Molliere			merveilles17_i_pie-ballard1	pers466
Paysan			merveilles17_i_pie-ballard1	pers467
S André			merveilles17_i_pie-ballard1	pers468
Noblet			merveilles17_i_pie-ballard1	pers469
Pesan			merveilles17_i_pie-ballard1	pers470
Bonard			merveilles17_i_pie-ballard1	pers471
La Pierre			merveilles17_i_pie-ballard1	pers472
Mercier			merveilles17_i_pie-ballard1	pers473
Vagnard			merveilles17_i_pie-ballard1	pers474
Paysan			merveilles17_i_pie-ballard1	pers475
Baltazard			merveilles17_i_pie-ballard1	pers476
Noblet			merveilles17_i_pie-ballard1	pers477
Bonard			merveilles17_i_pie-ballard1	pers478
Chicanneau			merveilles17_i_pie-ballard1	pers479
Mançeau			merveilles17_i_pie-ballard1	pers480
Magny			merveilles17_i_pie-ballard1	pers481
La Pierre			merveilles17_i_pie-ballard1	pers482
Estiual			merveilles17_i_pie-ballard1	pers483
Le Gros			merveilles17_i_pie-ballard1	pers484
Blondel			merveilles17_i_pie-ballard1	pers485
Madlle. La Barre			merveilles17_i_pie-ballard1	pers486
Madlle. Hilaire			merveilles17_i_pie-ballard1	pers487
Don			merveilles17_i_pie-ballard1	pers488
Estyual			merveilles17_i_pie-ballard1	pers489
Piesche			merveilles17_i_pie-ballard1	pers490
Descouteaux			merveilles17_i_pie-ballard1	pers491
Destouche			merveilles17_i_pie-ballard1	pers492
Marin Hottere			merveilles17_i_pie-ballard1	pers493
Louis Hottere			merveilles17_i_pie-ballard1	pers494
Iean Hottere			merveilles17_i_pie-ballard1	pers495
Nicolas Hottere			merveilles17_i_pie-ballard1	pers496
le Roy			merveilles17_i_pie-ballard1	pers497
Paisible			merveilles17_i_pie-ballard1	pers498
La Caisse			merveilles17_i_pie-ballard1	pers499
Besson			merveilles17_i_pie-ballard1	pers500
Magny			merveilles17_i_pie-ballard1	pers501
Charlot			merveilles17_i_pie-ballard1	pers502
Alais			merveilles17_i_pie-ballard1	pers503
Huguenet			merveilles17_i_pie-ballard1	pers504
La Fontaine			merveilles17_i_pie-ballard1	pers505
Chicanneau			merveilles17_i_pie-ballard1	pers506
Du Pron			merveilles17_i_pie-ballard1	pers507
Noblet			merveilles17_i_pie-ballard1	pers508
La Pierre			merveilles17_i_pie-ballard1	pers509
Baltasar			merveilles17_i_pie-ballard1	pers510
Magny			merveilles17_i_pie-ballard1	pers511
Arnarld			merveilles17_i_pie-ballard1	pers512
Bonard			merveilles17_i_pie-ballard1	pers513
Concertans de l’Orchestre			merveilles17_i_pie-ballard1	pers514
D’Anglebert			merveilles17_i_pie-ballard1	pers515
Richard			merveilles17_i_pie-ballard1	pers516
Ittier			merveilles17_i_pie-ballard1	pers517
La Barre le Cadet			merveilles17_i_pie-ballard1	pers518
Tissu			merveilles17_i_pie-ballard1	pers519
Le Moine			merveilles17_i_pie-ballard1	pers520
Du Manoir			merveilles17_i_pie-ballard1	pers521
Leger			merveilles17_i_pie-ballard1	pers522
Mazuel			merveilles17_i_pie-ballard1	pers523
Fauier			merveilles17_i_pie-ballard1	pers524
Chaudron			merveilles17_i_pie-ballard1	pers525
Bruslard dessus			merveilles17_i_pie-ballard1	pers526
Bruslard basse			merveilles17_i_pie-ballard1	pers527
Broüard			merveilles17_i_pie-ballard1	pers528
Ioubert			merveilles17_i_pie-ballard1	pers529
Baslin			merveilles17_i_pie-ballard1	pers530
Artus			merveilles17_i_pie-ballard1	pers531
La Croix			merveilles17_i_pie-ballard1	pers532
Des-matins			merveilles17_i_pie-ballard1	pers533
Feugré			merveilles17_i_pie-ballard1	pers534
Du Pin			merveilles17_i_pie-ballard1	pers535
Lesperuier			merveilles17_i_pie-ballard1	pers536
Camille			merveilles17_i_pie-ballard1	pers537
Varin			merveilles17_i_pie-ballard1	pers538
Des Noyers			merveilles17_i_pie-ballard1	pers539
Martineau			merveilles17_i_pie-ballard1	pers540
Barry			merveilles17_i_pie-ballard1	pers541
Le Roux l’aisné			merveilles17_i_pie-ballard1	pers542
Le Roux le cadet			merveilles17_i_pie-ballard1	pers543
Broüart			merveilles17_i_pie-ballard1	pers544
Roulé			merveilles17_i_pie-ballard1	pers545
Le Grais			merveilles17_i_pie-ballard1	pers546
Heugé			merveilles17_i_pie-ballard1	pers547
Le Peintre			merveilles17_i_pie-ballard1	pers548
Guenin			merveilles17_i_pie-ballard1	pers549
La Riuiere			merveilles17_i_pie-ballard1	pers550
Madlle. du Parc			merveilles17_i_pie-ballard1	pers551
Madlle. de Brie			merveilles17_i_pie-ballard1	pers552
Madlle. Moliere			merveilles17_i_pie-ballard1	pers553
Vagnard			merveilles17_i_pie-ballard1	pers554
Pesan			merveilles17_i_pie-ballard1	pers555
Mançeau			merveilles17_i_pie-ballard1	pers556
Ioubert			merveilles17_i_pie-ballard1	pers557
Petits Garçons			merveilles17_i_pie-ballard1	pers558
Les deux petits Des-Airs			merveilles17_i_pie-ballard1	pers559
Le petit Vagnard			merveilles17_i_pie-ballard1	pers560
Le petit Tutin			merveilles17_i_pie-ballard1	pers561
D’Heureux			merveilles17_i_pie-ballard1	pers562
Beauchamp			merveilles17_i_pie-ballard1	pers563
Molier			merveilles17_i_pie-ballard1	pers564
La Marre			merveilles17_i_pie-ballard1	pers565
Le Chantre			merveilles17_i_pie-ballard1	pers566
De Gan			merveilles17_i_pie-ballard1	pers567
Du Pron			merveilles17_i_pie-ballard1	pers568
Mercier			merveilles17_i_pie-ballard1	pers569
Souuille			merveilles17_i_pie-ballard1	pers570
Raynal			merveilles17_i_pie-ballard1	pers571
Des-Airs l’aisné			merveilles17_i_pie-ballard1	pers572
Des-Airs le second			merveilles17_i_pie-ballard1	pers573
De Lorge			merveilles17_i_pie-ballard1	pers574
Balthasard			merveilles17_i_pie-ballard1	pers575
Monstres			merveilles17_i_pie-ballard1	pers576
Chicanneau			merveilles17_i_pie-ballard1	pers577
Noblet			merveilles17_i_pie-ballard1	pers578
Arnald			merveilles17_i_pie-ballard1	pers579
Desbrosses			merveilles17_i_pie-ballard1	pers580
Desonets			merveilles17_i_pie-ballard1	pers581
La Pierre			merveilles17_i_pie-ballard1	pers582
Tartas			merveilles17_i_pie-ballard1	pers583
S. André			merveilles17_i_pie-ballard1	pers584
Tutin			merveilles17_i_pie-ballard1	pers585
La Brodiere			merveilles17_i_pie-ballard1	pers586
Pelau			merveilles17_i_pie-ballard1	pers587
Bureau			merveilles17_i_pie-ballard1	pers588
Madlle. du Parc			merveilles17_i_pie-ballard1	pers589
De Lorge			merveilles17_i_pie-ballard1	pers590
Beauchamp			merveilles17_i_pie-ballard1	pers591
D’Heureux			merveilles17_i_pie-ballard1	pers592
Raynal			merveilles17_i_pie-ballard1	pers593
Du Pron			merveilles17_i_pie-ballard1	pers594
Desbrosses			merveilles17_i_pie-ballard1	pers595
Escuyers			merveilles17_i_pie-ballard1	pers596
La Marre			merveilles17_i_pie-ballard1	pers597
Le Chantre			merveilles17_i_pie-ballard1	pers598
De Gan			merveilles17_i_pie-ballard1	pers599
Mercier			merveilles17_i_pie-ballard1	pers600
les Trompettes			merveilles17_i_pie-ballard1	pers601
Tymballes			merveilles17_i_pie-ballard1	pers602
Rhodes			merveilles17_i_pie-ballard1	pers603
La Chapelle			merveilles17_i_pie-ballard1	pers604
Du Pré			merveilles17_i_pie-ballard1	pers605
La Salle			merveilles17_i_pie-ballard1	pers606
Leger			merveilles17_i_pie-ballard1	pers607
La Plaine			merveilles17_i_pie-ballard1	pers608
Champagne			merveilles17_i_pie-ballard1	pers609
La Fleur			merveilles17_i_pie-ballard1	pers610
Beaulieu			merveilles17_i_pie-ballard1	pers611
Orleans			merveilles17_i_pie-ballard1	pers612
Beaulis			merveilles17_i_pie-ballard1	pers613
La Marche			merveilles17_i_pie-ballard1	pers614
Beaupré			merveilles17_i_pie-ballard1	pers615
Iolicoeur			merveilles17_i_pie-ballard1	pers616
Louis d’Escre			merveilles17_i_pie-ballard1	pers617
Saint Iean			merveilles17_i_pie-ballard1	pers618
Du Manoir			merveilles17_i_pie-ballard1	pers619
Leger			merveilles17_i_pie-ballard1	pers620
Mazuel			merveilles17_i_pie-ballard1	pers621
Fauier			merveilles17_i_pie-ballard1	pers622
Ioubert			merveilles17_i_pie-ballard1	pers623
Du Pin			merveilles17_i_pie-ballard1	pers624
Chaudron			merveilles17_i_pie-ballard1	pers625
Des Noyers			merveilles17_i_pie-ballard1	pers626
Varin			merveilles17_i_pie-ballard1	pers627
Bruslard dessus			merveilles17_i_pie-ballard1	pers628
Bruslard basse			merveilles17_i_pie-ballard1	pers629
Bonard			merveilles17_i_pie-ballard1	pers630
Artus			merveilles17_i_pie-ballard1	pers631
Broüard			merveilles17_i_pie-ballard1	pers632
Feugré			merveilles17_i_pie-ballard1	pers633
La Croix			merveilles17_i_pie-ballard1	pers634
Balus			merveilles17_i_pie-ballard1	pers635
Des-matins			merveilles17_i_pie-ballard1	pers636
Lesperuier			merveilles17_i_pie-ballard1	pers637
Camille			merveilles17_i_pie-ballard1	pers638
Marchand			merveilles17_i_pie-ballard1	pers639
La Caisse			merveilles17_i_pie-ballard1	pers640
Magny			merveilles17_i_pie-ballard1	pers641
Charlot			merveilles17_i_pie-ballard1	pers642
Martineau			merveilles17_i_pie-ballard1	pers643
Barry			merveilles17_i_pie-ballard1	pers644
Le Roux l’aisné			merveilles17_i_pie-ballard1	pers645
Le Roux le cadet			merveilles17_i_pie-ballard1	pers646
Broüart			merveilles17_i_pie-ballard1	pers647
Roullé			merveilles17_i_pie-ballard1	pers648
Le Grais			merveilles17_i_pie-ballard1	pers649
Heugé			merveilles17_i_pie-ballard1	pers650
Le Peintre			merveilles17_i_pie-ballard1	pers651
La Riuiere			merveilles17_i_pie-ballard1	pers652
Besson			merveilles17_i_pie-ballard1	pers653
Alais			merveilles17_i_pie-ballard1	pers654
La Fontaine			merveilles17_i_pie-ballard1	pers655
Huguenet			merveilles17_i_pie-ballard1	pers656
Guenin			merveilles17_i_pie-ballard1	pers657
Piesche			merveilles17_i_pie-ballard1	pers658
Descouteaux			merveilles17_i_pie-ballard1	pers659
Destouches			merveilles17_i_pie-ballard1	pers660
Martin Hottere			merveilles17_i_pie-ballard1	pers661
Louis Hottere			merveilles17_i_pie-ballard1	pers662
Iean Hottere			merveilles17_i_pie-ballard1	pers663
Nicolas Hottere			merveilles17_i_pie-ballard1	pers664
le Roy			merveilles17_i_pie-ballard1	pers665
Paisbile			merveilles17_i_pie-ballard1	pers666
LE ROY	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers1
Reynes	#anne_d_autriche #marie_therese	spectateur	merveilles17_i_pie-ballard2	pers2
sa Majesté	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers3
le Roy	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers4
sa Majesté	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers5
Roy	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers6
Monsieur de Vigarini	#vigarani	auteur	merveilles17_i_pie-ballard2	pers7
le Roy	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers8
Duc de S. Aignan	#saint_aignan	auteur	merveilles17_i_pie-ballard2	pers9
Arioste	#arioste		merveilles17_i_pie-ballard2	pers10
sa Majesté	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers11
M. des Bardins	#desbardins	acteur	merveilles17_i_pie-ballard2	pers12
M. d’Artagnan	#artagnan	acteur	merveilles17_i_pie-ballard2	pers13
sa Majesté	#louisxiv	organisation	merveilles17_i_pie-ballard2	pers14
President de Perigny	#perigny	auteur	merveilles17_i_pie-ballard2	pers15
S. Aignan	#saint_aignan		merveilles17_i_pie-ballard2	pers16
Noailles	#anne_de_noailles		merveilles17_i_pie-ballard2	pers17
S. Aignan	#saint_aignan		merveilles17_i_pie-ballard2	pers18
Noailles	#anne_de_noailles		merveilles17_i_pie-ballard2	pers19
Le Duc de S. Aignan	#saint_aignan	acteur	merveilles17_i_pie-ballard2	pers20
LE ROY	#louisxiv	acteur	merveilles17_i_pie-ballard2	pers21
Sa Majesté	#louisxiv	acteur	merveilles17_i_pie-ballard2	pers22
Le Duc de Noailles	#anne_de_noailles	acteur	merveilles17_i_pie-ballard2	pers23
Le duc de Noailles	#anne_de_noailles	acteur	merveilles17_i_pie-ballard2	pers24
Duc de Guise	#henri_ii_de_guise	acteur	merveilles17_i_pie-ballard2	pers25
Comte d’Armagnac	#henri_de_lorraine	acteur	merveilles17_i_pie-ballard2	pers26
Duc de Guise	#henri_ii_de_guise	acteur	merveilles17_i_pie-ballard2	pers27
Duc de Foix	#henri_daillon_charles_de_foix	acteur	merveilles17_i_pie-ballard2	pers28
Le Duc de Coaslin	#armand_du_cambout	acteur	merveilles17_i_pie-ballard2	pers29
Comte du Lude	#henri_de_daillon	acteur	merveilles17_i_pie-ballard2	pers30
Prince de Marsillac	#francois_vii_de_la_rochefoucauld	acteur	merveilles17_i_pie-ballard2	pers31
Prince de Marsillac	#francois_vii_de_la_rochefoucauld	acteur	merveilles17_i_pie-ballard2	pers32
Marquis de Villequier	#antoine_d_aumont	acteur	merveilles17_i_pie-ballard2	pers33
Soyecourt	#cm_de_belleforiere	acteur	merveilles17_i_pie-ballard2	pers34
Marquis de Villequier	#antoine_d_aumont	acteur	merveilles17_i_pie-ballard2	pers35
Marquis de Soyecourt	#cm_de_belleforiere	acteur	merveilles17_i_pie-ballard2	pers36
Marquis d’Humieres	#louis_crevant	acteur	merveilles17_i_pie-ballard2	pers37
la Valliere	#jf_de_labaume	acteur	merveilles17_i_pie-ballard2	pers38
Marquis d’Humieres	#louis_crevant	acteur	merveilles17_i_pie-ballard2	pers39
la Valliere	#jf_de_labaume	acteur	merveilles17_i_pie-ballard2	pers40
Monsieur le DVC	#hj_bourbon_conde	acteur	merveilles17_i_pie-ballard2	pers41
Monsieur le Duc	#hj_bourbon_conde	acteur	merveilles17_i_pie-ballard2	pers42
Millet	#millet	acteur	merveilles17_i_pie-ballard2	pers43
Monsieur le Duc	#hj_bourbon_conde	acteur	merveilles17_i_pie-ballard2	pers44
Duc de Guise	#henri_ii_de_guise	acteur	merveilles17_i_pie-ballard2	pers45
Le Comte d’Armagnac	#henri_de_lorraine	acteur	merveilles17_i_pie-ballard2	pers46
Le Duc de Foix	#henri_daillon_charles_de_foix		merveilles17_i_pie-ballard2	pers47
Duc de Coaslin	#armand_du_cambout	acteur	merveilles17_i_pie-ballard2	pers48
Comte du Lude			merveilles17_i_pie-ballard2	pers49
Prince de Marsillac	#francois_vii_de_la_rochefoucauld	acteur	merveilles17_i_pie-ballard2	pers50
Marquis de Villequier	#antoine_d_aumont	acteur	merveilles17_i_pie-ballard2	pers51
Marquis de Soyecourt	#cm_de_belleforiere	acteur	merveilles17_i_pie-ballard2	pers52
Marquis d’Humieres	#louis_crevant	acteur	merveilles17_i_pie-ballard2	pers53
Marquis de la Valliere	#jf_de_labaume	acteur	merveilles17_i_pie-ballard2	pers54
Monsieur le Dvc	#hj_bourbon_conde	acteur	merveilles17_i_pie-ballard2	pers55
les Reynes	#marie_therese #anne_d_autriche		merveilles17_i_pie-ballard2	pers56
Le Roy	#louisxiv	acteur	merveilles17_i_pie-ballard2	pers57
Monsieur le Duc	#hj_bourbon_conde	acteur	merveilles17_i_pie-ballard2	pers58
Sa Majesté	#louisxiv	acteur	merveilles17_i_pie-ballard2	pers59
S. Aignan	#saint_aignan	acteur	merveilles17_i_pie-ballard2	pers60
Noailles	#anne_de_noailles	acteur	merveilles17_i_pie-ballard2	pers61
Mlle. de Brie	#mlle_de_brie	acteur	merveilles17_i_pie-ballard2	pers62
Reyne	#marie_therese		merveilles17_i_pie-ballard2	pers63
le Roy	#louisxiv	acteur	merveilles17_i_pie-ballard2	pers64
Duc de Guise	#henri_ii_de_guise	acteur	merveilles17_i_pie-ballard2	pers65
Soyecourt	#cm_de_belleforiere	acteur	merveilles17_i_pie-ballard2	pers66
Valliere	#jf_de_labaume	acteur	merveilles17_i_pie-ballard2	pers67
leurs Majestez	#louisxiv #anne_d_autriche #marie_therese		merveilles17_i_pie-ballard2	pers68
Mlle. du Parc	#therese_duparc	acteur	merveilles17_i_pie-ballard2	pers69
Sieur du Parc	#gros_rene	acteur	merveilles17_i_pie-ballard2	pers70
Sieur de la Thorilliere	#la_thorilliere	acteur	merveilles17_i_pie-ballard2	pers71
Sieur Bejard	#louis_bejart	acteur	merveilles17_i_pie-ballard2	pers72
la Reyne	#marie_therese		merveilles17_i_pie-ballard2	pers73
LA REYNE	#marie_therese		merveilles17_i_pie-ballard2	pers74
Princesse	#marie_therese		merveilles17_i_pie-ballard2	pers75
A LA REYNE	#marie_therese		merveilles17_i_pie-ballard2	pers76
Leurs Majestez	#anne_d_autriche #marie_therese #louisxiv	convive	merveilles17_i_pie-ballard2	pers77
La Reyne Mere	#anne_d_autriche	convive	merveilles17_i_pie-ballard2	pers78
LE ROY	#louisxiv	convive	merveilles17_i_pie-ballard2	pers79
Mademoiselle d’Alençon	#elisabeth_orleans_alencon	convive	merveilles17_i_pie-ballard2	pers80
Madame la Princesse.	#maille_breze_conde	convive	merveilles17_i_pie-ballard2	pers81
Mademoiselle d’Elbeuf.	#marie_lorraine_elbeuf	convive	merveilles17_i_pie-ballard2	pers82
Madame de Bethune.	#beauvilliers_bethune	convive	merveilles17_i_pie-ballard2	pers83
Madame la Duchesse de Crequy.	#lansac_crequi	convive	merveilles17_i_pie-ballard2	pers84
MONSIEUR	#monsieur	convive	merveilles17_i_pie-ballard2	pers85
Madame la duchesse de S. Aignan.	#servien_saint_aignan	convive	merveilles17_i_pie-ballard2	pers86
Madame la Mareschalle Du Plessis.	#charron_du_plessis	convive	merveilles17_i_pie-ballard2	pers87
Madame la Mareschalle d’Estampes.	#choiseul_etampes	convive	merveilles17_i_pie-ballard2	pers88
Madame de Gourdon	#gourdon	convive	merveilles17_i_pie-ballard2	pers89
Madame de Montespan.	#madame_montespan	convive	merveilles17_i_pie-ballard2	pers90
Madame d’Humieres.	#chatre-humieres	convive	merveilles17_i_pie-ballard2	pers91
Mademoiselle de Brancas	#marie_brancas	convive	merveilles17_i_pie-ballard2	pers92
Madame d’Armagnac.	#marguerite_cambout_armagnac	convive	merveilles17_i_pie-ballard2	pers93
Madame la Comtesse de Soissons.	#mancini_soissons	convive	merveilles17_i_pie-ballard2	pers94
Madame la Princesse de Bade.	#louise_savoie_bade	convive	merveilles17_i_pie-ballard2	pers95
Mademoiselle de Grançay.	#louise-rouxel_grancey	convive	merveilles17_i_pie-ballard2	pers96
LA REYNE.	#anne_d_autriche	convive	merveilles17_i_pie-ballard2	pers97
Madame de Carignan.	#marie_bourbon_carignan	convive	merveilles17_i_pie-ballard2	pers98
Madame de Flaix.	#marie_bauffremont_fleix	convive	merveilles17_i_pie-ballard2	pers99
Madame de Brancas			merveilles17_i_pie-ballard2	pers100
Madame de Froulay.	#angelique_baudean_froulay	convive	merveilles17_i_pie-ballard2	pers101
Madame la Duchesse de Nauailles.	#baudean_parabere_navailles	convive	merveilles17_i_pie-ballard2	pers102
Madame de Montauzier.	#julie_montausier	convive	merveilles17_i_pie-ballard2	pers103
MADAME	#madame	convive	merveilles17_i_pie-ballard2	pers104
Madame la Duchesse.	anne_baviere_conde	convive	merveilles17_i_pie-ballard2	pers105
Madame de Rouuroy.	#diane_budos_rouvroy	convive	merveilles17_i_pie-ballard2	pers106
Mademoiselle de la Mothe.	#anne_de_la_mothe_houdancourt	convive	merveilles17_i_pie-ballard2	pers107
Mademoiselle de la Valliere.	#louise_la_valliere	convive	merveilles17_i_pie-ballard2	pers108
Mademoiselle d’Artigny.	#madeleine_du_guast_d_artigny	convive	merveilles17_i_pie-ballard2	pers109
leurs Majestez	#louisxiv #anne_d_autriche #marie_therese		merveilles17_i_pie-ballard2	pers110
Leurs Majestez	#louisxiv #anne_d_autriche #marie_therese		merveilles17_i_pie-ballard2	pers111
la Reyne	#marie_therese		merveilles17_i_pie-ballard2	pers112
Sa Majesté	#louisxiv		merveilles17_i_pie-ballard2	pers113
Le Roy	#louisxiv		merveilles17_i_pie-ballard2	pers114
Mademoiselle Hilaire			merveilles17_i_pie-ballard2	pers115
Liciscas, representé par le Sieur de Moliere, excellent Acteur, de l’inuention duquel estoient les Vers & toute la piece	#moliere	acteur	merveilles17_i_pie-ballard2	pers116
Sieurs Paysan	#paysan		merveilles17_i_pie-ballard2	pers117
Chicanneau	#chicanneau		merveilles17_i_pie-ballard2	pers118
Noblet	#nobet		merveilles17_i_pie-ballard2	pers119
Pesan	#pesan		merveilles17_i_pie-ballard2	pers120
Bonard	#bonard		merveilles17_i_pie-ballard2	pers121
la Pierre	#la_pierre		merveilles17_i_pie-ballard2	pers122
Mademoiselle de Moliere	#armande_bejart		merveilles17_i_pie-ballard2	pers123
Mademoiselle du Parc	#therese_duparc		merveilles17_i_pie-ballard2	pers124
Mademoiselle de Brie	#mlle_de_brie		merveilles17_i_pie-ballard2	pers125
Mademoiselle Bejart	#madeleine_bejart		merveilles17_i_pie-ballard2	pers126
Le Sieur Hubert	#therese_duparc		merveilles17_i_pie-ballard2	pers127
Le Sieur la Grange	#la_grange		merveilles17_i_pie-ballard2	pers128
Le Sieur du Croisy	#du_croisy		merveilles17_i_pie-ballard2	pers129
Le Sieur Bejart	#louis_bejart		merveilles17_i_pie-ballard2	pers130
Le Sieur de La Thorilliere	#la_thorilliere		merveilles17_i_pie-ballard2	pers131
Le Sieur de Moliere	#molière		merveilles17_i_pie-ballard2	pers132
Le Sieur Preuost	#marin_prevost		merveilles17_i_pie-ballard2	pers133
Leurs Majestez	#louisxiv #anne_d_autriche #marie_therese		merveilles17_i_pie-ballard2	pers134
Reyne Mere du Roy	#anne_d_autriche		merveilles17_i_pie-ballard2	pers135
Reyne	#anne_d_autirche		merveilles17_i_pie-ballard2	pers136
Reyne	anne_d_autriche		merveilles17_i_pie-ballard2	pers137
Madlle. du Parc	#therese_du_parc		merveilles17_i_pie-ballard2	pers138
Madlle. de Brie	#mlle_de_brie		merveilles17_i_pie-ballard2	pers139
Madlle. Moliere	#armande_bejart		merveilles17_i_pie-ballard2	pers140
Mançeau	#manceau		merveilles17_i_pie-ballard2	pers141
Vagnard	#vagnard		merveilles17_i_pie-ballard2	pers142
Pesan	#pesan		merveilles17_i_pie-ballard2	pers143
Ioubert	#joubert		merveilles17_i_pie-ballard2	pers144
deux petits Des-Airs	#des_airs_fils1 #des_airs_fils2		merveilles17_i_pie-ballard2	pers145
petit Vagnard	#vagnard_fils		merveilles17_i_pie-ballard2	pers146
petit Tutin	tutin_fils		merveilles17_i_pie-ballard2	pers147
d’Heureux	#d_heureux		merveilles17_i_pie-ballard2	pers148
Beauchamp	#beauchamp		merveilles17_i_pie-ballard2	pers149
Molier	#molier		merveilles17_i_pie-ballard2	pers150
La Marre	#la_marre		merveilles17_i_pie-ballard2	pers151
Le Chantre	#le_chantre		merveilles17_i_pie-ballard2	pers152
de Gan	#de_gan		merveilles17_i_pie-ballard2	pers153
Du Pron	#du_pron		merveilles17_i_pie-ballard2	pers154
Mercier	#mercier		merveilles17_i_pie-ballard2	pers155
de Souuille	#de_souville		merveilles17_i_pie-ballard2	pers156
Raynal	#raynal		merveilles17_i_pie-ballard2	pers157
Des-Airs l’aisné	#des_airs_l_aine		merveilles17_i_pie-ballard2	pers158
Des-Airs le second	#des_airs_le_second		merveilles17_i_pie-ballard2	pers159
