Reyne			merveilles17_i_pie-ballard1	pers72
Hubert	#andre_hubert	acteur	merveilles17_i_pie-ballard1	pers73
Mesdlles de Brie	#mlle_de_brie	acteur	merveilles17_i_pie-ballard1	pers74
Moliere	#armande_bejart	acteur	merveilles17_i_pie-ballard1	pers75
du Parc	#therese_duparc	acteur	merveilles17_i_pie-ballard1	pers76
Madlle Bejart	#madeleine_bejart	acteur	merveilles17_i_pie-ballard1	pers77
La Grange	#la_grange	acteur	merveilles17_i_pie-ballard1	pers78
Du Croysy	#du_croisy	acteur	merveilles17_i_pie-ballard1	pers79
Bejart	#louis_bejart	acteur	merveilles17_i_pie-ballard1	pers80
La Thorilliere	#la_thorilliere	acteur	merveilles17_i_pie-ballard1	pers81
Moliere	#moliere	acteur	merveilles17_i_pie-ballard1	pers82
Madlle Hilaire	#hilaire_dupuis	acteur	merveilles17_i_pie-ballard1	pers83
Messieurs Estiual	#estival	acteur	merveilles17_i_pie-ballard1	pers84
Don	#don	acteur	merveilles17_i_pie-ballard1	pers85
Blondel	#francois_blondel	acteur	merveilles17_i_pie-ballard1	pers86
Molliere	#moliere	acteur	merveilles17_i_pie-ballard1	pers87
Les Sieurs Paysan	#paysan	acteur	merveilles17_i_pie-ballard1	pers88
Chicanneau	#chicanneau	acteur	merveilles17_i_pie-ballard1	pers89
Noblet	#noblet	acteur	merveilles17_i_pie-ballard1	pers90
Pesan	#pesan	acteur	merveilles17_i_pie-ballard1	pers91
Bonard	#bonard	acteur	merveilles17_i_pie-ballard1	pers92
La Pierre	#la_pierre	acteur	merveilles17_i_pie-ballard1	pers93
Les Sieurs Mercier	#mercier	acteur	merveilles17_i_pie-ballard1	pers94
Vagnard	#vagnard	acteur	merveilles17_i_pie-ballard1	pers95
Les Sieurs Paysan	#paysan	acteur	merveilles17_i_pie-ballard1	pers96
Chicanneau	#chicanneau	acteur	merveilles17_i_pie-ballard1	pers97
Baltazard	#balthazar_martinot		merveilles17_i_pie-ballard1	pers98
Noblet	#Noblet		merveilles17_i_pie-ballard1	pers99
Bonard	#bonard		merveilles17_i_pie-ballard1	pers100
Mançeau	#manceau		merveilles17_i_pie-ballard1	pers101
Magny	#magny		merveilles17_i_pie-ballard1	pers102
La Pierre			merveilles17_i_pie-ballard1	pers103
M. Estiual			merveilles17_i_pie-ballard1	pers104
Messieurs Le Gros			merveilles17_i_pie-ballard1	pers105
Blondel			merveilles17_i_pie-ballard1	pers106
Madlle La Barre			merveilles17_i_pie-ballard1	pers107
Madlle Hilaire			merveilles17_i_pie-ballard1	pers108
Messieurs Don			merveilles17_i_pie-ballard1	pers109
Estyual			merveilles17_i_pie-ballard1	pers110
Les Sieurs Piesche			merveilles17_i_pie-ballard1	pers111
Descousteaux			merveilles17_i_pie-ballard1	pers112
Destouche			merveilles17_i_pie-ballard1	pers113
Martin Hottere			merveilles17_i_pie-ballard1	pers114
Louis Hottere			merveilles17_i_pie-ballard1	pers115
Iean Hottere			merveilles17_i_pie-ballard1	pers116
Nicolas Hottere			merveilles17_i_pie-ballard1	pers117
le Roy			merveilles17_i_pie-ballard1	pers118
Paisible			merveilles17_i_pie-ballard1	pers119
Les Sieurs Marchand			merveilles17_i_pie-ballard1	pers120
La Caisse			merveilles17_i_pie-ballard1	pers121
Besson			merveilles17_i_pie-ballard1	pers122
Magny			merveilles17_i_pie-ballard1	pers123
Charlot			merveilles17_i_pie-ballard1	pers124
Alais			merveilles17_i_pie-ballard1	pers125
Huguenet			merveilles17_i_pie-ballard1	pers126
La Fontaine			merveilles17_i_pie-ballard1	pers127
Les Sieurs Chicanneau			merveilles17_i_pie-ballard1	pers128
Du Pron			merveilles17_i_pie-ballard1	pers129
Noblet			merveilles17_i_pie-ballard1	pers130
La Pierre			merveilles17_i_pie-ballard1	pers131
Les Sieurs Baltasar			merveilles17_i_pie-ballard1	pers132
Magny			merveilles17_i_pie-ballard1	pers133
Arnald			merveilles17_i_pie-ballard1	pers134
Bonard			merveilles17_i_pie-ballard1	pers135
Reyne Mere			merveilles17_i_pie-ballard1	pers136
Roy			merveilles17_i_pie-ballard1	pers137
Reyne			merveilles17_i_pie-ballard1	pers138
Reyne			merveilles17_i_pie-ballard1	pers139
Reyne			merveilles17_i_pie-ballard1	pers140
Madlle du Parc			merveilles17_i_pie-ballard1	pers141
Madlle de Brie			merveilles17_i_pie-ballard1	pers142
Madlle Moliere			merveilles17_i_pie-ballard1	pers143
grand nombre de Musiciens			merveilles17_i_pie-ballard1	pers144
Les Sieurs Mançeau			merveilles17_i_pie-ballard1	pers145
Vagnard			merveilles17_i_pie-ballard1	pers146
Pesan			merveilles17_i_pie-ballard1	pers147
Ioubert			merveilles17_i_pie-ballard1	pers148
Les deux petits Des-Airs			merveilles17_i_pie-ballard1	pers149
Le petit Vagnard			merveilles17_i_pie-ballard1	pers150
Le petit Tutin			merveilles17_i_pie-ballard1	pers151
Messieurs d’Heureux			merveilles17_i_pie-ballard1	pers152
Beauchamp			merveilles17_i_pie-ballard1	pers153
Molier			merveilles17_i_pie-ballard1	pers154
La Marre			merveilles17_i_pie-ballard1	pers155
Les Sieurs Le Chantre			merveilles17_i_pie-ballard1	pers156
De Gan			merveilles17_i_pie-ballard1	pers157
Du Pron			merveilles17_i_pie-ballard1	pers158
Mercier			merveilles17_i_pie-ballard1	pers159
Messieurs de Souuille			merveilles17_i_pie-ballard1	pers160
Raynal			merveilles17_i_pie-ballard1	pers161
Des-Airs l’aisné			merveilles17_i_pie-ballard1	pers162
Des-Airs le second			merveilles17_i_pie-ballard1	pers163
De Lorge			merveilles17_i_pie-ballard1	pers164
Balthasard			merveilles17_i_pie-ballard1	pers165
Les Sieurs Chicanneau			merveilles17_i_pie-ballard1	pers166
Noblet			merveilles17_i_pie-ballard1	pers167
Arnald			merveilles17_i_pie-ballard1	pers168
Desbrosses			merveilles17_i_pie-ballard1	pers169
Desonets			merveilles17_i_pie-ballard1	pers170
La Pierre			merveilles17_i_pie-ballard1	pers171
Les Sieurs S. André			merveilles17_i_pie-ballard1	pers172
Magny			merveilles17_i_pie-ballard1	pers173
Les Sieurs Tutin			merveilles17_i_pie-ballard1	pers174
La Brodiere			merveilles17_i_pie-ballard1	pers175
Pesan			merveilles17_i_pie-ballard1	pers176
Bureau			merveilles17_i_pie-ballard1	pers177
Madlle du Parc			merveilles17_i_pie-ballard1	pers178
De Lotge			merveilles17_i_pie-ballard1	pers179
M. Beauchamp			merveilles17_i_pie-ballard1	pers180
Messieurs d’Heureux			merveilles17_i_pie-ballard1	pers181
Raynal			merveilles17_i_pie-ballard1	pers182
Du Pron			merveilles17_i_pie-ballard1	pers183
Desbrosses			merveilles17_i_pie-ballard1	pers184
Messieurs La Marre			merveilles17_i_pie-ballard1	pers185
Le Chantre			merveilles17_i_pie-ballard1	pers186
De Gan			merveilles17_i_pie-ballard1	pers187
Mercier			merveilles17_i_pie-ballard1	pers188
Mr Des-Bardins			merveilles17_i_pie-ballard1	pers189
Artagnan			merveilles17_i_pie-ballard1	pers190
Roy			merveilles17_i_pie-ballard1	pers191
Gonualin			merveilles17_i_pie-ballard1	pers192
Monsieur le Duc de S. Aignan			merveilles17_i_pie-ballard1	pers193
Ceton			merveilles17_i_pie-ballard1	pers194
Monsieur le Duc de Noailles			merveilles17_i_pie-ballard1	pers195
Quatre Trompettes			merveilles17_i_pie-ballard1	pers196
deux Tymballiers			merveilles17_i_pie-ballard1	pers197
Beaulieu			merveilles17_i_pie-ballard1	pers198
La Marche			merveilles17_i_pie-ballard1	pers199
Orleans			merveilles17_i_pie-ballard1	pers200
La Fleur			merveilles17_i_pie-ballard1	pers201
Louis Desore			merveilles17_i_pie-ballard1	pers202
Saint-Iean			merveilles17_i_pie-ballard1	pers203
Monsieur le Duc de S. Aignan			merveilles17_i_pie-ballard1	pers204
Huit Trompettes			merveilles17_i_pie-ballard1	pers205
deux Tymballiers			merveilles17_i_pie-ballard1	pers206
Rhodes			merveilles17_i_pie-ballard1	pers207
La Chapelle			merveilles17_i_pie-ballard1	pers208
Du Pré			merveilles17_i_pie-ballard1	pers209
La Salle			merveilles17_i_pie-ballard1	pers210
Leger			merveilles17_i_pie-ballard1	pers211
La Plaine			merveilles17_i_pie-ballard1	pers212
Champagne			merveilles17_i_pie-ballard1	pers213
Beaulis			merveilles17_i_pie-ballard1	pers214
Beaupré			merveilles17_i_pie-ballard1	pers215
Iolicoeur			merveilles17_i_pie-ballard1	pers216
LE ROY			merveilles17_i_pie-ballard1	pers217
Monsieur le Duc de Noailles			merveilles17_i_pie-ballard1	pers218
Monsieur le Duc			merveilles17_i_pie-ballard1	pers219
Monsieur le Duc de Guise			merveilles17_i_pie-ballard1	pers220
Monsieur le Comte d’Armagnac			merveilles17_i_pie-ballard1	pers221
Monsieur le Duc de Foix			merveilles17_i_pie-ballard1	pers222
Monsieur le Duc de Coaslin			merveilles17_i_pie-ballard1	pers223
Monsieur le Comte du Lude			merveilles17_i_pie-ballard1	pers224
Monsieur le Marquis de Soyecourt			merveilles17_i_pie-ballard1	pers225
Monsieur le Marquis de Villequiert			merveilles17_i_pie-ballard1	pers226
Monsieur le Marquis d’Humieres			merveilles17_i_pie-ballard1	pers227
Monsieur le Marquis de la Valliere			merveilles17_i_pie-ballard1	pers228
La Grange			merveilles17_i_pie-ballard1	pers229
Millet			merveilles17_i_pie-ballard1	pers230
Madlle de Brie			merveilles17_i_pie-ballard1	pers231
Madlle de Moliere			merveilles17_i_pie-ballard1	pers232
Hubert			merveilles17_i_pie-ballard1	pers233
Du Croisy			merveilles17_i_pie-ballard1	pers234
Souuille			merveilles17_i_pie-ballard1	pers235
Paysan			merveilles17_i_pie-ballard1	pers236
La Marre			merveilles17_i_pie-ballard1	pers237
Pesan			merveilles17_i_pie-ballard1	pers238
De Lorge			merveilles17_i_pie-ballard1	pers239
De Gan			merveilles17_i_pie-ballard1	pers240
Magny			merveilles17_i_pie-ballard1	pers241
Mançeau			merveilles17_i_pie-ballard1	pers242
Ioubert			merveilles17_i_pie-ballard1	pers243
Noblet			merveilles17_i_pie-ballard1	pers244
Arnald			merveilles17_i_pie-ballard1	pers245
Desonets			merveilles17_i_pie-ballard1	pers246
Beauchamp			merveilles17_i_pie-ballard1	pers247
D’Heureux			merveilles17_i_pie-ballard1	pers248
Raynal			merveilles17_i_pie-ballard1	pers249
Des-Airs l’aisné			merveilles17_i_pie-ballard1	pers250
Chicanneau			merveilles17_i_pie-ballard1	pers251
Le Chantre			merveilles17_i_pie-ballard1	pers252
Des-Airs le second			merveilles17_i_pie-ballard1	pers253
Du Pron			merveilles17_i_pie-ballard1	pers254
Mercier			merveilles17_i_pie-ballard1	pers255
Balthazard			merveilles17_i_pie-ballard1	pers256
S. André			merveilles17_i_pie-ballard1	pers257
Des-Brosses			merveilles17_i_pie-ballard1	pers258
Blancas			merveilles17_i_pie-ballard1	pers259
Monsieur le Duc			merveilles17_i_pie-ballard1	pers260
D’arrac			merveilles17_i_pie-ballard1	pers261
Monsieur de Guise			merveilles17_i_pie-ballard1	pers262
De Forgues			merveilles17_i_pie-ballard1	pers263
Monsieur d’Armagnac			merveilles17_i_pie-ballard1	pers264
Mont-plaisir			merveilles17_i_pie-ballard1	pers265
Monsieur le Duc de foix			merveilles17_i_pie-ballard1	pers266
Maslou			merveilles17_i_pie-ballard1	pers267
Monsieur le Duc de Coaslin			merveilles17_i_pie-ballard1	pers268
Combrou			merveilles17_i_pie-ballard1	pers269
Monsieur le Comte du Lude			merveilles17_i_pie-ballard1	pers270
La Borde			merveilles17_i_pie-ballard1	pers271
Monsieur de Marsillac			merveilles17_i_pie-ballard1	pers272
Hericour			merveilles17_i_pie-ballard1	pers273
Monsieur de Soyecourt			merveilles17_i_pie-ballard1	pers274
Mespas			merveilles17_i_pie-ballard1	pers275
Monsieur de Villequiert			merveilles17_i_pie-ballard1	pers276
Rimberlieu			merveilles17_i_pie-ballard1	pers277
Monsieur d’Humieres			merveilles17_i_pie-ballard1	pers278
S. André			merveilles17_i_pie-ballard1	pers279
Monsieur de la Valliere			merveilles17_i_pie-ballard1	pers280
Petit			merveilles17_i_pie-ballard1	pers281
Trouuain			merveilles17_i_pie-ballard1	pers282
Blaise			merveilles17_i_pie-ballard1	pers283
La Place			merveilles17_i_pie-ballard1	pers284
Basin l’aisné			merveilles17_i_pie-ballard1	pers285
Basin le cadet			merveilles17_i_pie-ballard1	pers286
Iean de Flandres			merveilles17_i_pie-ballard1	pers287
Lionnois			merveilles17_i_pie-ballard1	pers288
S. Paul			merveilles17_i_pie-ballard1	pers289
Paul			merveilles17_i_pie-ballard1	pers290
Giraut			merveilles17_i_pie-ballard1	pers291
Maheu			merveilles17_i_pie-ballard1	pers292
Tartaille			merveilles17_i_pie-ballard1	pers293
Rambure			merveilles17_i_pie-ballard1	pers294
Dauphin			merveilles17_i_pie-ballard1	pers295
Antoine			merveilles17_i_pie-ballard1	pers296
Iumel le Menuisier			merveilles17_i_pie-ballard1	pers297
Iumel le Sculpteur			merveilles17_i_pie-ballard1	pers298
Madlle du Parc			merveilles17_i_pie-ballard1	pers299
L’Azure			merveilles17_i_pie-ballard1	pers300
Lienard			merveilles17_i_pie-ballard1	pers301
Coyrin			merveilles17_i_pie-ballard1	pers302
De Pille			merveilles17_i_pie-ballard1	pers303
Iennesson			merveilles17_i_pie-ballard1	pers304
Hurlot			merveilles17_i_pie-ballard1	pers305
Contaut			merveilles17_i_pie-ballard1	pers306
Mongin			merveilles17_i_pie-ballard1	pers307
Renaudin			merveilles17_i_pie-ballard1	pers308
Ioannet			merveilles17_i_pie-ballard1	pers309
Pierrot			merveilles17_i_pie-ballard1	pers310
Le Noble			merveilles17_i_pie-ballard1	pers311
Du Parc			merveilles17_i_pie-ballard1	pers312
Guichon			merveilles17_i_pie-ballard1	pers313
Cleiret			merveilles17_i_pie-ballard1	pers314
Vendelle			merveilles17_i_pie-ballard1	pers315
La Boire			merveilles17_i_pie-ballard1	pers316
Roseau			merveilles17_i_pie-ballard1	pers317
La Rose			merveilles17_i_pie-ballard1	pers318
Pernaut			merveilles17_i_pie-ballard1	pers319
La Chapelle			merveilles17_i_pie-ballard1	pers320
Du Pré			merveilles17_i_pie-ballard1	pers321
Courtille			merveilles17_i_pie-ballard1	pers322
La Fleu			merveilles17_i_pie-ballard1	pers323
Arnauld			merveilles17_i_pie-ballard1	pers324
La Thorilliere			merveilles17_i_pie-ballard1	pers325
Fontenelle			merveilles17_i_pie-ballard1	pers326
Iemarie			merveilles17_i_pie-ballard1	pers327
Amiot			merveilles17_i_pie-ballard1	pers328
Mettayer			merveilles17_i_pie-ballard1	pers329
Bourru			merveilles17_i_pie-ballard1	pers330
Langlois l’aisné			merveilles17_i_pie-ballard1	pers331
Langlois le cadet			merveilles17_i_pie-ballard1	pers332
Boulanger			merveilles17_i_pie-ballard1	pers333
La Ieunesse			merveilles17_i_pie-ballard1	pers334
Lambelot			merveilles17_i_pie-ballard1	pers335
Butin			merveilles17_i_pie-ballard1	pers336
Le Lieure			merveilles17_i_pie-ballard1	pers337
Bejart			merveilles17_i_pie-ballard1	pers338
Bigot			merveilles17_i_pie-ballard1	pers339
Le Roy			merveilles17_i_pie-ballard1	pers340
André			merveilles17_i_pie-ballard1	pers341
Laloin			merveilles17_i_pie-ballard1	pers342
Breuet			merveilles17_i_pie-ballard1	pers343
Palluau			merveilles17_i_pie-ballard1	pers344
Verdelet			merveilles17_i_pie-ballard1	pers345
Morisque			merveilles17_i_pie-ballard1	pers346
Montigny			merveilles17_i_pie-ballard1	pers347
Le Cocq			merveilles17_i_pie-ballard1	pers348
Chasteau neuf			merveilles17_i_pie-ballard1	pers349
Trente-Quatre Concertans			merveilles17_i_pie-ballard1	pers350
Du Manoir			merveilles17_i_pie-ballard1	pers351
Leger			merveilles17_i_pie-ballard1	pers352
Fauier			merveilles17_i_pie-ballard1	pers353
Mazuel			merveilles17_i_pie-ballard1	pers354
Ioubert			merveilles17_i_pie-ballard1	pers355
Chaudron			merveilles17_i_pie-ballard1	pers356
Du Pin			merveilles17_i_pie-ballard1	pers357
Bonard			merveilles17_i_pie-ballard1	pers358
Artus			merveilles17_i_pie-ballard1	pers359
La Croix			merveilles17_i_pie-ballard1	pers360
Balus			merveilles17_i_pie-ballard1	pers361
Bruslard dessus			merveilles17_i_pie-ballard1	pers362
Buslard basse			merveilles17_i_pie-ballard1	pers363
Des matins			merveilles17_i_pie-ballard1	pers364
Feugré			merveilles17_i_pie-ballard1	pers365
Lesperuier			merveilles17_i_pie-ballard1	pers366
Des Noyers			merveilles17_i_pie-ballard1	pers367
Varin			merveilles17_i_pie-ballard1	pers368
Camille			merveilles17_i_pie-ballard1	pers369
Broüard			merveilles17_i_pie-ballard1	pers370
La Pierre			merveilles17_i_pie-ballard1	pers371
Marchand			merveilles17_i_pie-ballard1	pers372
La Caisse			merveilles17_i_pie-ballard1	pers373
Magny			merveilles17_i_pie-ballard1	pers374
Charlot			merveilles17_i_pie-ballard1	pers375
Martineau			merveilles17_i_pie-ballard1	pers376
Le Roux l’aisné			merveilles17_i_pie-ballard1	pers377
Le Roux le cadet			merveilles17_i_pie-ballard1	pers378
Broüart			merveilles17_i_pie-ballard1	pers379
Bary			merveilles17_i_pie-ballard1	pers380
Roullé			merveilles17_i_pie-ballard1	pers381
Le Grais			merveilles17_i_pie-ballard1	pers382
Heugé			merveilles17_i_pie-ballard1	pers383
